B (Tesla) ,P
0 ,0
0.0077158060000000004 ,18.64366973
0.0089641719999999994 ,24.0792254
0.010317358 ,31.79914616
0.012680044 ,49.61947603
0.014323132000000001 ,64.8028644
0.016331489000000001 ,91.48558237
0.019514901000000001 ,129.1549665
0.025134565000000001 ,206.0675757
0.031181296000000001 ,321.5484177
0.035553466999999998 ,453.9466661
0.050291262000000003 ,894.7275729
0.060094276000000002 ,1396.135391
