B (Tesla) ,P
0 ,0
0.071808140000000006 ,20.37880642
0.079606731999999999 ,26.32024061
0.086613342999999995 ,32.15484177
0.090769006999999999 ,38.84829659
0.098758069000000004 ,47.99095809
0.10644788600000001 ,55
0.11800846500000001 ,70
0.124835038 ,93.54368899
0.14233912400000001 ,135.0314038
0.165368653 ,190.630873
0.17658226499999999 ,250
0.18679722500000001 ,305
0.211002525 ,392.8284185
0.23391807000000001 ,485.277704
0.249780003 ,579.8090959
0.27690690499999998 ,732.3763297
