[Name]
Export Surface 1

[Parameters]
Ncompt = 1
Nnodes = 23585
Rotation Axis From = 0.00000000 [m], 0.00000000 [m], 0.00000000 [m]
Rotation Axis To   = 0.00000000 [m], 0.00000000 [m], 1.00000000 [m]
Rotating Speed     = 1679.99817 [s^-1 rad]
Frequency          = 534.760010 [Hz]
Engine Order       = 2

[Spatial Fields]
x, y, z

[Data]
x [ m ], y [ m ], z [ m ], Real Pressure [ kg m^-1 s^-2 ], Imaginary Pressure [ kg m^-1 s^-2 ]
 1.31753930E-02,  1.87591870E-01,  2.39740680E-02, -6.90996280E+02, -7.58832150E+02
 1.36022410E-02,  1.89472810E-01,  2.44188630E-02, -7.43858830E+02, -6.97035950E+02
 1.40333750E-02,  1.91354240E-01,  2.48574340E-02, -7.78161620E+02, -6.19529970E+02
 1.44693870E-02,  1.93235860E-01,  2.52903740E-02, -7.90334350E+02, -5.28650760E+02
 1.49156920E-02,  1.95116060E-01,  2.57189400E-02, -7.76394100E+02, -4.29034820E+02
 1.53767760E-02,  1.96993860E-01,  2.61422880E-02, -7.36285640E+02, -3.23955810E+02
 1.58372070E-02,  1.98831750E-01,  2.65550180E-02, -6.72345030E+02, -2.17916790E+02
 1.62981430E-02,  2.00668390E-01,  2.69616100E-02, -5.86036440E+02, -1.16898190E+02
 1.67675800E-02,  2.02502740E-01,  2.73688160E-02, -4.85389950E+02, -2.82445580E+01
 1.72465820E-02,  2.04334010E-01,  2.77787670E-02, -3.77781830E+02,  4.05714570E+01
 1.77379060E-02,  2.06160630E-01,  2.81946770E-02, -2.71191350E+02,  8.67121730E+01
 1.82601460E-02,  2.07981820E-01,  2.85966560E-02, -1.70962570E+02,  1.14169020E+02
 1.88078600E-02,  2.09791000E-01,  2.90073510E-02, -7.22070620E+01,  1.31199740E+02
 1.94143130E-02,  2.11573960E-01,  2.94499550E-02,  2.42090150E+01,  1.43504000E+02
 2.00310870E-02,  2.13353250E-01,  2.98930690E-02,  1.10003310E+02,  1.55472460E+02
 2.06577290E-02,  2.15129380E-01,  3.03349590E-02,  1.86311170E+02,  1.70479490E+02
 2.12937970E-02,  2.16902910E-01,  3.07738970E-02,  2.51618030E+02,  1.88258480E+02
 2.19445840E-02,  2.18672860E-01,  3.12040220E-02,  3.05172790E+02,  2.08098270E+02
 2.26054320E-02,  2.20426220E-01,  3.16184090E-02,  3.44964570E+02,  2.29923130E+02
 2.32723410E-02,  2.22178590E-01,  3.20271960E-02,  3.67394440E+02,  2.49122920E+02
 2.39787850E-02,  2.23911820E-01,  3.24504150E-02,  3.66027770E+02,  2.56710080E+02
 2.46951240E-02,  2.25641470E-01,  3.28721660E-02,  3.43750730E+02,  2.54933140E+02
 2.54115980E-02,  2.27372450E-01,  3.32881440E-02,  2.99651670E+02,  2.44901110E+02
 2.61261980E-02,  2.29105060E-01,  3.36984660E-02,  2.29987320E+02,  2.28585690E+02
 2.68272390E-02,  2.30793480E-01,  3.40836610E-02,  1.41371440E+02,  2.10637330E+02
 2.75254250E-02,  2.32484640E-01,  3.44619710E-02,  4.73369900E+01,  1.97432270E+02
 2.80839070E-02,  2.34239060E-01,  3.47626360E-02, -4.23162840E+01,  1.84152570E+02
 2.85851970E-02,  2.36018780E-01,  3.50307860E-02, -1.35333400E+02,  1.62474270E+02
 2.90788430E-02,  2.37801640E-01,  3.52921410E-02, -2.35532260E+02,  1.29680590E+02
 2.95628610E-02,  2.39588340E-01,  3.55450850E-02, -3.42836790E+02,  7.59163890E+01
 3.00354790E-02,  2.41384550E-01,  3.57938110E-02, -4.55926510E+02, -5.94266700E+00
 3.05845010E-02,  2.43149380E-01,  3.60793580E-02, -5.63643310E+02, -1.17021970E+02
 3.12796570E-02,  2.44855750E-01,  3.64270960E-02, -6.56037840E+02, -2.77921540E+02
 3.19697860E-02,  2.46566700E-01,  3.67619730E-02, -7.16603330E+02, -4.89951810E+02
 3.26537750E-02,  2.48282970E-01,  3.70819980E-02, -7.38641360E+02, -7.62601260E+02
 3.29886640E-02,  2.49129580E-01,  3.72337890E-02, -7.31821110E+02, -9.08440000E+02
 3.31988710E-02,  2.49662290E-01,  3.73272710E-02, -7.34128300E+02, -9.95685970E+02
 3.33303060E-02,  2.49997690E-01,  3.73849760E-02, -7.28563960E+02, -1.04004040E+03
 3.34130450E-02,  2.50208530E-01,  3.74210030E-02, -7.12971310E+02, -1.05070290E+03
 3.34651060E-02,  2.50341090E-01,  3.74435480E-02, -6.89736450E+02, -1.04151260E+03
 3.34978550E-02,  2.50424410E-01,  3.74576860E-02, -6.75829100E+02, -1.02751610E+03
 3.35184520E-02,  2.50476810E-01,  3.74665560E-02, -6.71030880E+02, -1.01545310E+03
 3.35314010E-02,  2.50509740E-01,  3.74721250E-02, -6.69304500E+02, -1.00835130E+03
 3.35395450E-02,  2.50530450E-01,  3.74756270E-02, -6.67649290E+02, -1.00531480E+03
 3.35446630E-02,  2.50543480E-01,  3.74778250E-02, -6.59746830E+02, -9.99676270E+02
 3.35478820E-02,  2.50551670E-01,  3.74792070E-02, -6.27217830E+02, -9.81930110E+02
 3.35499090E-02,  2.50556800E-01,  3.74800790E-02, -6.60981930E+02, -1.04784560E+03
 7.76295970E-03,  9.70973220E-02,  6.74347630E-03,  8.06726840E+01,  3.21932370E+02
 7.76341790E-03,  9.71041840E-02,  6.74450910E-03,  8.08136290E+01,  3.21950320E+02
 7.76414290E-03,  9.71150620E-02,  6.74614640E-03,  8.11535340E+01,  3.22054260E+02
 7.76529170E-03,  9.71323180E-02,  6.74874240E-03,  8.20977020E+01,  3.22432010E+02
 7.76711250E-03,  9.71596840E-02,  6.75286070E-03,  8.36544950E+01,  3.23046110E+02
 7.76999630E-03,  9.72030760E-02,  6.75939440E-03,  8.47204900E+01,  3.23533780E+02
 7.77456020E-03,  9.72718750E-02,  6.76976140E-03,  8.68370510E+01,  3.24767700E+02
 7.78177520E-03,  9.73809810E-02,  6.78621930E-03,  8.91692500E+01,  3.26386840E+02
 7.79316200E-03,  9.75539760E-02,  6.81236250E-03,  9.22064820E+01,  3.28733890E+02
 7.81108300E-03,  9.78282840E-02,  6.85393160E-03,  9.46295170E+01,  3.31448820E+02
 7.83918430E-03,  9.82632340E-02,  6.92015140E-03,  9.49364930E+01,  3.36038940E+02
 7.88335040E-03,  9.89527550E-02,  7.02633430E-03,  9.26938630E+01,  3.48840150E+02
 7.95184730E-03,  1.00045870E-01,  7.19685480E-03,  8.59949340E+01,  3.81795320E+02
 8.08149760E-03,  1.02184280E-01,  7.53821990E-03, -1.38036160E+02,  5.04107570E+02
 8.20669810E-03,  1.04321410E-01,  7.88909100E-03, -7.30829280E+02,  6.51246580E+02
 8.33666230E-03,  1.06455150E-01,  8.25703520E-03, -1.33514430E+03,  5.77165650E+02
 8.51600060E-03,  1.08575630E-01,  8.68768900E-03, -1.61700720E+03,  2.30086500E+02
 8.69823810E-03,  1.10714950E-01,  9.13061850E-03, -1.60643680E+03, -2.15090760E+02
 8.88129510E-03,  1.12852220E-01,  9.58301780E-03, -1.43975650E+03, -5.52945070E+02
 9.06483080E-03,  1.14987990E-01,  1.00422330E-02, -1.14006790E+03, -7.98629640E+02
 9.25042850E-03,  1.17122140E-01,  1.05081230E-02, -7.24169130E+02, -9.07797300E+02
 9.43873730E-03,  1.19254830E-01,  1.09795300E-02, -2.44850020E+02, -8.52781010E+02
 9.63422940E-03,  1.21397060E-01,  1.14608400E-02,  1.84235990E+02, -6.20300900E+02
 9.83633750E-03,  1.23533590E-01,  1.19742450E-02,  5.01886660E+02, -2.68430730E+02
 1.00458910E-02,  1.25667050E-01,  1.24974950E-02,  7.11338500E+02,  1.27536150E+02
 1.02559990E-02,  1.27800450E-01,  1.30207780E-02,  8.19490300E+02,  4.76625270E+02
 1.05446610E-02,  1.29900320E-01,  1.36244540E-02,  8.44751400E+02,  7.81180240E+02
 1.08961030E-02,  1.31962080E-01,  1.42912360E-02,  8.23192990E+02,  1.03132820E+03
 1.12384610E-02,  1.34020280E-01,  1.49513580E-02,  7.74709110E+02,  1.24768090E+03
 1.15807380E-02,  1.36076150E-01,  1.56187760E-02,  6.92799560E+02,  1.42872410E+03
 1.17960890E-02,  1.38179700E-01,  1.61671410E-02,  5.89182860E+02,  1.66820940E+03
 1.19277880E-02,  1.40312360E-01,  1.66399830E-02,  5.80167300E+02,  2.00990410E+03
 1.20393330E-02,  1.42423270E-01,  1.70943350E-02,  7.81743350E+02,  2.40071460E+03
 1.22067190E-02,  1.44472390E-01,  1.75981110E-02,  1.17733360E+03,  2.76302420E+03
 1.24181290E-02,  1.46508710E-01,  1.81431120E-02,  1.73620800E+03,  3.15547020E+03
 1.26359160E-02,  1.48544430E-01,  1.86878420E-02,  2.35393900E+03,  3.56930570E+03
 1.28429070E-02,  1.50585340E-01,  1.92170610E-02,  2.80844360E+03,  3.87358130E+03
 1.30399680E-02,  1.52631070E-01,  1.97312590E-02,  2.88144020E+03,  3.86589870E+03
 1.32320310E-02,  1.54637980E-01,  2.02284750E-02,  2.52101710E+03,  3.40623460E+03
 1.34266520E-02,  1.56643260E-01,  2.07221510E-02,  1.87541350E+03,  2.51246830E+03
 1.36298640E-02,  1.58647250E-01,  2.12174490E-02,  1.25069960E+03,  1.47905460E+03
 1.38971060E-02,  1.60639240E-01,  2.17294950E-02,  8.03599060E+02,  5.96437320E+02
 1.41998690E-02,  1.62620620E-01,  2.22635310E-02,  4.92352110E+02, -9.80417180E+01
 1.45190430E-02,  1.64593530E-01,  2.27989200E-02,  2.67909730E+02, -6.07510250E+02
 1.48567310E-02,  1.66555550E-01,  2.33337710E-02,  8.40511550E+01, -9.59792660E+02
 1.52353700E-02,  1.68505530E-01,  2.38837750E-02, -8.39987110E+01, -1.19130290E+03
 1.56675110E-02,  1.70438530E-01,  2.44550460E-02, -2.34776000E+02, -1.33827530E+03
 1.61417390E-02,  1.72359200E-01,  2.50342860E-02, -3.66849490E+02, -1.42172570E+03
 1.66430470E-02,  1.74273650E-01,  2.56114790E-02, -4.85426880E+02, -1.45888770E+03
 1.71525760E-02,  1.76146610E-01,  2.61708440E-02, -5.87634280E+02, -1.45605680E+03
 1.76711660E-02,  1.78011760E-01,  2.67182850E-02, -6.72573060E+02, -1.41640640E+03
 1.82006560E-02,  1.79876150E-01,  2.72577500E-02, -7.41060000E+02, -1.34239720E+03
 1.87380090E-02,  1.81740780E-01,  2.77886330E-02, -7.86640440E+02, -1.23817380E+03
 1.92903020E-02,  1.83603550E-01,  2.83104260E-02, -8.07782230E+02, -1.11200880E+03
 1.98554060E-02,  1.85454070E-01,  2.88212560E-02, -8.01005250E+02, -9.71115910E+02
 2.03355070E-02,  1.87266190E-01,  2.92546380E-02, -7.69593690E+02, -8.26778020E+02
 2.08189390E-02,  1.89079020E-01,  2.96812260E-02, -7.14976070E+02, -6.83803650E+02
 2.13063990E-02,  1.90892250E-01,  3.01015040E-02, -6.37971620E+02, -5.45619380E+02
 2.17987910E-02,  1.92705500E-01,  3.05160060E-02, -5.41538570E+02, -4.19257290E+02
 2.22994110E-02,  1.94517360E-01,  3.09266240E-02, -4.31943120E+02, -3.12123440E+02
 2.28192020E-02,  1.96322470E-01,  3.13282680E-02, -3.17419370E+02, -2.25315930E+02
 2.33442300E-02,  1.98108020E-01,  3.17239610E-02, -2.00713670E+02, -1.55386280E+02
 2.39148660E-02,  1.99873950E-01,  3.21436300E-02, -8.34116590E+01, -1.02966510E+02
 2.44962540E-02,  2.01636280E-01,  3.25638580E-02,  2.43415760E+01, -6.60596310E+01
 2.50874310E-02,  2.03394990E-01,  3.29855570E-02,  1.18818890E+02, -4.22197760E+01
 2.56895520E-02,  2.05149040E-01,  3.34111680E-02,  1.94840350E+02, -3.14123440E+01
 2.63191980E-02,  2.06895780E-01,  3.38277330E-02,  2.48174410E+02, -3.46176030E+01
 2.69828050E-02,  2.08632420E-01,  3.42437220E-02,  2.78634520E+02, -4.99596480E+01
 2.76929740E-02,  2.10344050E-01,  3.46865130E-02,  2.86965330E+02, -7.33644030E+01
 2.84132470E-02,  2.12051260E-01,  3.51300840E-02,  2.70472690E+02, -1.02022070E+02
 2.91431210E-02,  2.13754650E-01,  3.55725960E-02,  2.26175700E+02, -1.29896360E+02
 2.98821610E-02,  2.15454830E-01,  3.60122700E-02,  1.55934140E+02, -1.54975480E+02
 3.06320190E-02,  2.17150720E-01,  3.64468170E-02,  6.49049380E+01, -1.75842210E+02
 3.13990380E-02,  2.18833180E-01,  3.68593000E-02, -3.81926120E+01, -1.91720020E+02
 3.21735070E-02,  2.20513690E-01,  3.72659010E-02, -1.46502670E+02, -1.98634780E+02
 3.29784120E-02,  2.22177390E-01,  3.76820600E-02, -2.54747440E+02, -1.91526320E+02
 3.37919820E-02,  2.23837660E-01,  3.80953400E-02, -3.54413730E+02, -1.67759140E+02
 3.46066840E-02,  2.25498910E-01,  3.85024360E-02, -4.37790410E+02, -1.28559650E+02
 3.54205970E-02,  2.27161790E-01,  3.89036010E-02, -4.99396970E+02, -7.84030760E+01
 3.62312760E-02,  2.28806440E-01,  3.92831010E-02, -5.43922850E+02, -3.19918440E+01
 3.70440860E-02,  2.30452900E-01,  3.96500420E-02, -5.78310240E+02, -3.01788210E+00
 3.78558900E-02,  2.32101340E-01,  4.00102360E-02, -6.04783940E+02, -4.16896060E+00
 3.86643970E-02,  2.33753380E-01,  4.03612030E-02, -6.19499760E+02, -4.40471530E+01
 3.94698790E-02,  2.35409070E-01,  4.07017470E-02, -6.15454830E+02, -1.23464140E+02
 4.02710880E-02,  2.37069380E-01,  4.10296430E-02, -5.82529170E+02, -2.34145110E+02
 4.10583280E-02,  2.38722970E-01,  4.13479800E-02, -5.16451540E+02, -3.64913060E+02
 4.18371860E-02,  2.40378360E-01,  4.16654680E-02, -4.01134400E+02, -4.83234190E+02
 4.26258370E-02,  2.42030950E-01,  4.19733860E-02, -2.34919200E+02, -5.61860660E+02
 4.34116760E-02,  2.43688260E-01,  4.22625500E-02,  2.01522830E-01, -5.40216550E+02
 4.41942480E-02,  2.45350730E-01,  4.25299930E-02,  3.25287720E+02, -3.74386440E+02
 4.45786790E-02,  2.46170830E-01,  4.26529680E-02,  5.43358460E+02, -1.71248930E+02
 4.48204610E-02,  2.46686820E-01,  4.27272990E-02,  6.98282960E+02,  1.98020670E+01
 4.49719020E-02,  2.47011660E-01,  4.27724980E-02,  7.98645630E+02,  1.95990780E+02
 4.50672990E-02,  2.47215880E-01,  4.28004970E-02,  8.49936460E+02,  3.42901370E+02
 4.51273470E-02,  2.47344240E-01,  4.28179350E-02,  8.72200990E+02,  4.39468930E+02
 4.51651290E-02,  2.47424930E-01,  4.28288280E-02,  8.80145510E+02,  4.85929350E+02
 4.51888930E-02,  2.47475670E-01,  4.28356530E-02,  8.81597050E+02,  5.01659210E+02
 4.52038380E-02,  2.47507560E-01,  4.28399290E-02,  8.82808350E+02,  5.04305940E+02
 4.52132370E-02,  2.47527610E-01,  4.28426190E-02,  8.83301700E+02,  5.04168880E+02
 4.52191460E-02,  2.47540220E-01,  4.28443030E-02,  8.83113220E+02,  5.10610020E+02
 4.52228600E-02,  2.47548130E-01,  4.28453650E-02,  8.88571350E+02,  5.63710140E+02
 4.52251920E-02,  2.47553130E-01,  4.28460280E-02,  9.67696530E+02,  6.25152160E+02
 2.33057480E-02,  1.15455690E-01,  8.68695830E-02,  4.01056240E+02, -9.83481020E+02
 2.33090150E-02,  1.15460370E-01,  8.68696570E-02,  4.00974030E+02, -9.83380980E+02
 2.33141950E-02,  1.15467790E-01,  8.68697840E-02,  4.00853760E+02, -9.83221560E+02
 2.33224050E-02,  1.15479570E-01,  8.68699850E-02,  4.00554290E+02, -9.82936280E+02
 2.33354290E-02,  1.15498230E-01,  8.68703050E-02,  3.99986940E+02, -9.82050720E+02
 2.33560880E-02,  1.15527820E-01,  8.68708120E-02,  3.99115720E+02, -9.80050720E+02
 2.33888570E-02,  1.15574720E-01,  8.68716240E-02,  3.98238460E+02, -9.76797910E+02
 2.34408580E-02,  1.15649080E-01,  8.68729350E-02,  3.94162690E+02, -9.73704900E+02
 2.35234010E-02,  1.15766940E-01,  8.68750890E-02,  3.82385710E+02, -9.72031370E+02
 2.36545130E-02,  1.15953650E-01,  8.68786500E-02,  3.77153870E+02, -9.69194950E+02
 2.38630490E-02,  1.16249260E-01,  8.68845060E-02,  4.03400020E+02, -9.58157040E+02
 2.41966660E-02,  1.16715970E-01,  8.68912860E-02,  4.31771300E+02, -9.24512570E+02
 2.47305740E-02,  1.17452480E-01,  8.69007480E-02,  3.05781860E+02, -9.13395870E+02
 2.57932600E-02,  1.18880910E-01,  8.69112160E-02,  6.57546690E+01, -7.72916560E+02
 2.68772360E-02,  1.20293300E-01,  8.69109480E-02,  2.66996920E+01, -5.41635560E+02
 2.79793180E-02,  1.21691580E-01,  8.69013520E-02,  1.42144230E+02, -4.18484950E+02
 2.90940390E-02,  1.23079810E-01,  8.68918230E-02,  2.59823330E+02, -5.05834010E+02
 3.02172080E-02,  1.24451440E-01,  8.68718480E-02,  2.87242610E+02, -7.31109680E+02
 3.13293670E-02,  1.25830500E-01,  8.68167130E-02,  1.83409550E+02, -9.86840270E+02
 3.24503970E-02,  1.27201910E-01,  8.67510740E-02, -4.10664830E+01, -1.16700520E+03
 3.35780900E-02,  1.28567190E-01,  8.66729240E-02, -3.02084590E+02, -1.17898140E+03
 3.47098560E-02,  1.29928260E-01,  8.65815730E-02, -5.21736330E+02, -1.03138020E+03
 3.58349270E-02,  1.31277230E-01,  8.64768100E-02, -6.49111080E+02, -7.87317380E+02
 3.69498770E-02,  1.32616550E-01,  8.63633080E-02, -6.60813660E+02, -5.21456180E+02
 3.80646920E-02,  1.33956430E-01,  8.62554390E-02, -5.59526370E+02, -3.07713290E+02
 3.91758270E-02,  1.35299150E-01,  8.61449240E-02, -3.76527040E+02, -2.02401930E+02
 4.02802450E-02,  1.36641100E-01,  8.59795140E-02, -1.60274630E+02, -2.30498570E+02
 4.13730000E-02,  1.37984950E-01,  8.57566450E-02,  3.94800260E+01, -3.61786530E+02
 4.24261610E-02,  1.39306550E-01,  8.55157230E-02,  1.87168210E+02, -5.41265870E+02
 4.34608910E-02,  1.40635180E-01,  8.52487160E-02,  2.70024960E+02, -7.19433650E+02
 4.44805470E-02,  1.41977130E-01,  8.49908890E-02,  2.85219600E+02, -8.63674560E+02
 4.54829600E-02,  1.43329230E-01,  8.47185700E-02,  2.46672500E+02, -9.63094420E+02
 4.64628560E-02,  1.44691060E-01,  8.44146010E-02,  1.66301570E+02, -1.03157150E+03
 4.74134200E-02,  1.46057130E-01,  8.40788110E-02,  5.96952210E+01, -1.07515780E+03
 4.83274090E-02,  1.47418980E-01,  8.37182330E-02, -6.44184570E+01, -1.09286150E+03
 4.92137750E-02,  1.48791720E-01,  8.33310260E-02, -2.00304920E+02, -1.09539700E+03
 5.00696450E-02,  1.50174720E-01,  8.29132800E-02, -3.34145320E+02, -1.08770690E+03
 5.08958880E-02,  1.51565880E-01,  8.24637930E-02, -4.58248230E+02, -1.06546330E+03
 5.16982080E-02,  1.52966810E-01,  8.20014480E-02, -5.65508180E+02, -1.03433730E+03
 5.24795950E-02,  1.54371800E-01,  8.15341030E-02, -6.51765750E+02, -9.90623410E+02
 5.32458050E-02,  1.55780320E-01,  8.10690080E-02, -7.23256840E+02, -9.34610780E+02
 5.40008430E-02,  1.57194880E-01,  8.06040390E-02, -7.89751830E+02, -8.68751280E+02
 5.47500550E-02,  1.58615500E-01,  8.01481380E-02, -8.59077640E+02, -7.94822510E+02
 5.54985140E-02,  1.60043930E-01,  7.97160420E-02, -9.33278200E+02, -7.15583010E+02
 5.62465380E-02,  1.61479230E-01,  7.93066170E-02, -1.01353830E+03, -6.30471800E+02
 5.69868610E-02,  1.62910420E-01,  7.89228450E-02, -1.09847850E+03, -5.37266300E+02
 5.77207430E-02,  1.64344760E-01,  7.85599050E-02, -1.18139950E+03, -4.40216580E+02
 5.84453790E-02,  1.65786590E-01,  7.82082160E-02, -1.25840410E+03, -3.41858950E+02
 5.91581690E-02,  1.67236030E-01,  7.78636190E-02, -1.33378500E+03, -2.42095380E+02
 5.98540600E-02,  1.68694440E-01,  7.75223750E-02, -1.40770720E+03, -1.43589080E+02
 6.05317880E-02,  1.70160520E-01,  7.71774350E-02, -1.48336840E+03, -4.84579320E+01
 6.11958470E-02,  1.71633180E-01,  7.68323620E-02, -1.56475920E+03,  3.85357780E+01
 6.18466770E-02,  1.73111680E-01,  7.64867740E-02, -1.65280580E+03,  1.18788760E+02
 6.24839920E-02,  1.74595640E-01,  7.61394130E-02, -1.74110990E+03,  1.90224760E+02
 6.31081830E-02,  1.76084740E-01,  7.57903010E-02, -1.82334300E+03,  2.52236760E+02
 6.37165610E-02,  1.77578120E-01,  7.54315780E-02, -1.89390220E+03,  3.04235230E+02
 6.43151850E-02,  1.79075390E-01,  7.50717740E-02, -1.95487380E+03,  3.47477780E+02
 6.49062620E-02,  1.80585370E-01,  7.47094380E-02, -2.01232390E+03,  3.87479460E+02
 6.54883380E-02,  1.82099090E-01,  7.43481890E-02, -2.06362940E+03,  4.23310610E+02
 6.60633890E-02,  1.83616130E-01,  7.39895920E-02, -2.09823020E+03,  4.56454860E+02
 6.66335450E-02,  1.85136060E-01,  7.36354890E-02, -2.11586400E+03,  4.93478940E+02
 6.71978520E-02,  1.86659650E-01,  7.32876730E-02, -2.11948850E+03,  5.40631290E+02
 6.77518170E-02,  1.88188120E-01,  7.29408410E-02, -2.10976390E+03,  5.92804990E+02
 6.83053360E-02,  1.89722050E-01,  7.26016090E-02, -2.09794580E+03,  6.59368530E+02
 6.88575660E-02,  1.91258610E-01,  7.22723900E-02, -2.08703300E+03,  7.39610050E+02
 6.94089310E-02,  1.92798020E-01,  7.19552490E-02, -2.07446460E+03,  8.19667420E+02
 6.99586200E-02,  1.94340510E-01,  7.16504600E-02, -2.05866360E+03,  8.82540470E+02
 7.05079960E-02,  1.95885990E-01,  7.13605210E-02, -2.03596140E+03,  9.27508300E+02
 7.10559040E-02,  1.97434250E-01,  7.10828160E-02, -2.00896400E+03,  9.43482970E+02
 7.16009510E-02,  1.98985740E-01,  7.08174710E-02, -1.98473830E+03,  9.27689820E+02
 7.21423180E-02,  2.00540140E-01,  7.05618260E-02, -1.97906230E+03,  8.87091000E+02
 7.26792590E-02,  2.02097220E-01,  7.03132530E-02, -1.99764070E+03,  8.32442320E+02
 7.32111260E-02,  2.03656760E-01,  7.00692460E-02, -2.03687830E+03,  7.73518010E+02
 7.37373160E-02,  2.05218570E-01,  6.98273630E-02, -2.09338550E+03,  7.21299990E+02
 7.42595940E-02,  2.06790570E-01,  6.95847940E-02, -2.15778930E+03,  6.78657290E+02
 7.47729240E-02,  2.08370910E-01,  6.93367940E-02, -2.23889550E+03,  6.25631230E+02
 7.52761210E-02,  2.09954500E-01,  6.90887050E-02, -2.35564790E+03,  5.63312130E+02
 7.57686500E-02,  2.11541770E-01,  6.88427760E-02, -2.49403660E+03,  5.05995510E+02
 7.62488990E-02,  2.13133220E-01,  6.85995070E-02, -2.64451460E+03,  4.55125460E+02
 7.67152680E-02,  2.14729280E-01,  6.83594940E-02, -2.81258250E+03,  4.02005400E+02
 7.71722940E-02,  2.16348170E-01,  6.81203380E-02, -3.00991890E+03,  3.31040220E+02
 7.76175480E-02,  2.17974710E-01,  6.78837750E-02, -3.27560690E+03,  1.91269900E+02
 7.80493990E-02,  2.19604420E-01,  6.76442680E-02, -3.55668900E+03,  9.62330440E+00
 7.84689340E-02,  2.21236350E-01,  6.73981530E-02, -3.81592900E+03, -2.38796590E+02
 7.88764730E-02,  2.22869550E-01,  6.71404150E-02, -4.03316870E+03, -5.33791690E+02
 7.92766360E-02,  2.24512310E-01,  6.68675900E-02, -4.14447070E+03, -9.22694340E+02
 7.96785950E-02,  2.26205260E-01,  6.65650290E-02, -4.15363720E+03, -1.33332750E+03
 8.00722690E-02,  2.27895830E-01,  6.62392820E-02, -3.92332100E+03, -1.74331310E+03
 8.04591480E-02,  2.29582610E-01,  6.58867960E-02, -3.77121950E+03, -2.63947950E+03
 8.08390830E-02,  2.31263740E-01,  6.55013550E-02, -3.49312280E+03, -3.13774120E+03
 8.10243410E-02,  2.32088740E-01,  6.52991460E-02, -4.08419920E+03, -2.79255860E+03
 8.11407940E-02,  2.32606520E-01,  6.51684400E-02, -5.24313670E+03, -2.28535030E+03
 8.12131460E-02,  2.32931450E-01,  6.50832360E-02, -6.66128220E+03, -1.83078200E+03
 8.12589000E-02,  2.33135630E-01,  6.50295320E-02, -7.89063280E+03, -1.54113450E+03
 8.12877640E-02,  2.33263950E-01,  6.49957140E-02, -8.67488180E+03, -1.42216760E+03
 8.13059510E-02,  2.33344610E-01,  6.49744350E-02, -9.04518070E+03, -1.38496910E+03
 8.13174100E-02,  2.33395320E-01,  6.49610460E-02, -9.13457230E+03, -1.36934130E+03
 8.13246150E-02,  2.33427200E-01,  6.49526270E-02, -9.06830860E+03, -1.34973440E+03
 8.13291450E-02,  2.33447240E-01,  6.49473370E-02, -8.97735940E+03, -1.34637130E+03
 8.13319980E-02,  2.33459830E-01,  6.49440070E-02, -8.87770800E+03, -1.33948510E+03
 8.13337860E-02,  2.33467760E-01,  6.49419130E-02, -8.77873240E+03, -1.33168550E+03
 8.13349190E-02,  2.33472730E-01,  6.49406020E-02, -8.58045700E+03, -1.32303810E+03
 2.16064510E-02,  1.15774970E-01,  8.67872310E-02,  2.73154820E+02, -6.25190490E+02
 2.16099750E-02,  1.15779510E-01,  8.67865010E-02,  2.73092930E+02, -6.25135010E+02
 2.16155670E-02,  1.15786700E-01,  8.67853310E-02,  2.72943120E+02, -6.25019530E+02
 2.16244310E-02,  1.15798100E-01,  8.67834760E-02,  2.72753300E+02, -6.24844060E+02
 2.16384870E-02,  1.15816170E-01,  8.67805480E-02,  2.72492890E+02, -6.24638060E+02
 2.16607810E-02,  1.15844830E-01,  8.67758910E-02,  2.72082760E+02, -6.24367860E+02
 2.16961410E-02,  1.15890260E-01,  8.67685150E-02,  2.71380250E+02, -6.23559270E+02
 2.17522350E-02,  1.15962300E-01,  8.67568250E-02,  2.70298100E+02, -6.22139400E+02
 2.18412320E-02,  1.16076480E-01,  8.67383110E-02,  2.69576900E+02, -6.21233280E+02
 2.19824870E-02,  1.16257450E-01,  8.67089930E-02,  2.69023070E+02, -6.20362850E+02
 2.22068110E-02,  1.16544140E-01,  8.66624940E-02,  2.68378910E+02, -6.20342220E+02
 2.25636030E-02,  1.16997480E-01,  8.65862820E-02,  2.62806150E+02, -6.21739810E+02
 2.31314510E-02,  1.17714290E-01,  8.64632650E-02,  2.48547650E+02, -6.19702210E+02
 2.42493970E-02,  1.19110030E-01,  8.62120170E-02,  2.02021730E+02, -6.07247010E+02
 2.53740200E-02,  1.20497820E-01,  8.59468360E-02,  1.45685350E+02, -5.85481570E+02
 2.65025940E-02,  1.21877660E-01,  8.56592360E-02,  1.07257920E+02, -5.70464420E+02
 2.76295170E-02,  1.23242210E-01,  8.52999990E-02,  7.50577700E+01, -5.68146300E+02
 2.87397710E-02,  1.24593590E-01,  8.49329830E-02,  4.80955510E+01, -5.73636840E+02
 2.98250670E-02,  1.25956000E-01,  8.45925960E-02,  1.72780300E+01, -5.81562740E+02
 3.09014970E-02,  1.27322840E-01,  8.42420090E-02, -1.82121280E+01, -5.85717470E+02
 3.19662060E-02,  1.28695640E-01,  8.38791060E-02, -5.23836060E+01, -5.81787410E+02
 3.29981890E-02,  1.30062220E-01,  8.34203290E-02, -8.18423000E+01, -5.66205380E+02
 3.39923390E-02,  1.31430830E-01,  8.28833210E-02, -1.02208400E+02, -5.46944640E+02
