Iteration,total-to-static-pressure
686,124.9611691914727
687,124.9611764476759
688,124.9611891565815
689,124.961201512261
690,124.961217604349
691,124.9612328959475
692,124.9612501797395
693,124.9612655299988
694,124.9612792261848
695,124.9612927926105
696,124.961307071929
697,124.9613227020199
698,124.9613391610018
699,124.9613561746294
700,124.9613736679076
701,124.9613912632987
702,124.9614080406036
703,124.9614238240282
704,124.9614382249932
705,124.961450850846
706,124.9614616348097
707,124.9614709617716
708,124.9614790989669
709,124.9614865488626
710,124.9614933889146
711,124.9615005935545
712,124.9615086195835
713,124.961517611069
714,124.9615276773829
715,124.9615388843576
716,124.9615512157717
717,124.9615647960804
718,124.9615782100608
719,124.9615920457114
720,124.9616067666059
721,124.9616225482544
722,124.9616400269714
723,124.9616585414685
724,124.9616776416563
725,124.9616967719332
726,124.9617154652696
727,124.9617331625093
728,124.9617497030819
729,124.9617648402843
730,124.9617783665846
731,124.9617899715274
732,124.9617992539438
733,124.9618065052966
734,124.9618120875968
735,124.9618164782305
736,124.9618199412594
737,124.961822938468
738,124.9618261728433
739,124.9618301613538
740,124.9618351154827
741,124.9618408655077
742,124.9618479449468
743,124.9618601459328
744,124.9618720599993
745,124.9618874090732
746,124.9619026311718
747,124.961917534299
748,124.9619327765142
749,124.9619479500759
750,124.9619634906892
751,124.9619797081393
752,124.9619966632254
753,124.9620140190941
754,124.9620313511636
755,124.9620482199676
756,124.9620644602548
757,124.9620798010522
758,124.9620938753878
759,124.9621064056763
760,124.9621171509208
761,124.9621258380315
762,124.962132408746
763,124.962137472476
764,124.9621425194109
765,124.9621475602433
766,124.9621520697319
767,124.9621565461383
768,124.9621614105279
769,124.962167356434
770,124.9621742517672
771,124.9621823725589
772,124.9621965378663
773,124.9622109313499
774,124.9622250029352
775,124.962238353881
776,124.9622516204228
777,124.9622653841903
778,124.9622800248745
779,124.9622952973334
780,124.962311000677
781,124.9623270676962
782,124.9623434686703
783,124.9623598695234
784,124.9623757024186
785,124.9623904404256
786,124.9624039230105
787,124.962415455706
788,124.962425076911
789,124.9624329604684
790,124.9624392947029
791,124.9624440662494
792,124.9624478068033
793,124.9624507848422
794,124.9624533775665
795,124.9624561884971
796,124.9624610666474
797,124.9624660498082
798,124.9624731228582
799,124.9624809768173
800,124.9624916757348
801,124.9625022903615
802,124.962516080598
803,124.9625291143349
804,124.9625417166209
805,124.9625576918097
806,124.9625727287439
807,124.9625873116863
808,124.9626017099599
809,124.9626160711485
810,124.9626306646775
811,124.9626451570111
812,124.9626593098256
813,124.9626731165679
814,124.9626862712559
815,124.9626983202962
816,124.9627082476455
817,124.9627163448902
818,124.9627229633838
819,124.9627281578704
820,124.9627322920303
821,124.9627359337968
822,124.9627393213141
823,124.9627425886505
824,124.9627458652743
825,124.9627495285757
826,124.9627538072874
827,124.9627609618828
828,124.9627681734182
829,124.9627757473906
830,124.9627870283474
831,124.9627972323799
832,124.9628094430911
833,124.9628203370667
834,124.9628310401816
835,124.9628458115206
836,124.9628603954798
837,124.9628748526368
838,124.9628921105419
839,124.962908383096
840,124.9629233740025
841,124.9629389984508
842,124.9629527802204
843,124.9629651778807
844,124.9629762685129
845,124.9629872585309
846,124.9629968118389
847,124.9630046442901
848,124.9630110540881
849,124.9630167194558
850,124.9630221395249
851,124.9630274795512
852,124.9630326953502
853,124.9630378484386
854,124.963042649176
855,124.9630471924958
856,124.9630518210965
857,124.9630566353814
858,124.9630618695162
859,124.9630677445021
860,124.9629984700486
861,124.963079417919
862,124.9630862024795
863,124.9630944499359
864,124.9630276351483
865,124.9631121373008
866,124.9631223498718
867,124.9630580033373
868,124.9631461669775
869,124.9631597930722
870,124.9630992706117
871,124.9630867212221
872,124.9630979901161
873,124.9631142819755
874,124.9632543077036
875,124.9632627322947
876,124.9632002949739
877,124.9631792884231
878,124.9631803621402
879,124.9631862597653
880,124.9633143797583
881,124.9632519293444
882,124.9633173707153
883,124.9632480077644
884,124.9632221051623
885,124.9632212604342
886,124.9632270601125
887,124.9633566752335
888,124.9632943706893
889,124.9633609493718
890,124.9632930095013
891,124.963269159957
892,124.9632704731906
893,124.9632751376318
894,124.9634053698324
895,124.9633456378753
896,124.9633221150203
897,124.9633223256931
898,124.9633273354222
899,124.9634548756571
900,124.9633970433244
901,124.963468997558
902,124.9634069151753
903,124.9633885510092
904,124.9633947472596
905,124.963406829681
906,124.9635444252542
907,124.9635544200202
908,124.9634946131181
909,124.9634746916823
910,124.9634775598166
911,124.9634858523666
912,124.9636214475439
913,124.9636286988423
914,124.9635646893835
915,124.9636408269112
916,124.963646483299
917,124.9635773030194
918,124.9636582132896
919,124.9636649415881
920,124.9635973706747
921,124.9635773584599
922,124.9635816719118
923,124.9635904891351
924,124.963728980063
925,124.9637341715941
926,124.9636664431785
927,124.9637402868298
928,124.963742955626
929,124.9636719972542
930,124.9636475297467
931,124.9636475514845
932,124.9636522130676
933,124.9637891347877
934,124.9637932742865
935,124.9637262833107
936,124.9638026410966
937,124.9638093377283
938,124.9637418582578
939,124.9638271463161
940,124.9638376330277
941,124.9638496966486
942,124.9638625689278
943,124.9638758807559
944,124.9638890341192
945,124.9639033530055
946,124.9639169826386
947,124.9639302589954
948,124.9639432434791
949,124.9639553028484
950,124.9639662601063
951,124.963976594128
952,124.9639860223717
953,124.963994668261
954,124.9640031855859
955,124.9640128532789
956,124.9640225006302
957,124.9640325605236
958,124.9640424607061
959,124.9640508880309
960,124.9640580593611
961,124.9640654874752
962,124.964072094952
963,124.9640783808686
964,124.9640836066207
965,124.96408830161
966,124.9640929003691
967,124.9640981546855
968,124.9641038428546
969,124.9641093945812
970,124.9641161405252
971,124.9641234251781
972,124.9641307388939
973,124.964139281391
974,124.9641487293794
975,124.9641592397073
976,124.9641694606486
977,124.9641797181456
978,124.9641901986594
979,124.9642022372214
980,124.9642137357272
981,124.9642241016244
982,124.9642354106384
983,124.9642468191101
984,124.9642571850728
985,124.964267728484
986,124.9642778371491
987,124.96428799712
988,124.964298871584
989,124.9643102651555
990,124.9643210147609
991,124.9643323274228
992,124.9643433679643
993,124.9643544783862
994,124.9643642388983
995,124.964372616289
996,124.9643793788667
997,124.9643862037859
998,124.9643924861313
999,124.9643980339011
1000,124.9644024745774
1001,124.9644065595566
1002,124.9644104651038
1003,124.9644145889499
1004,124.9644193761415
1005,124.9644252659151
1006,124.9644301538925
1007,124.964436528373
1008,124.9644436151096
1009,124.9644507202583
1010,124.9644587056791
1011,124.9644677696785
1012,124.9644769661519
1013,124.9644862149787
1014,124.9644956188037
1015,124.9645051203892
1016,124.9645145022474
1017,124.9645233166535
1018,124.9645309631277
1019,124.9645393613477
1020,124.9645483111172
1021,124.964558234355
1022,124.9645687680649
1023,124.9645790080197
1024,124.9645873722434
1025,124.9645931293504
1026,124.9645974593199
1027,124.9646018464801
1028,124.9646052019978
1029,124.9646088716677
1030,124.9646118168487
1031,124.9646153158646
1032,124.9646194481555
1033,124.9646208974113
1034,124.9646206443512
1035,124.9646189797772
1036,124.9645514864482
1037,124.9646138496194
1038,124.9646096565712
1039,124.9645411529496
1040,124.9646065732368
1041,124.9646066475961
1042,124.964542463189
1043,124.9645190112415
1044,124.9645170927646
1045,124.9645256309451
1046,124.964535159865
1047,124.9645379099397
1048,124.9645409828238
1049,124.9645418792922
1050,124.9645462995571
1051,124.9646744967605
1052,124.96461948277
1053,124.9645894007802
1054,124.9645792755662
1055,124.9645793136063
1056,124.9645776499707
1057,124.9645733129849
1058,124.9646808083548
1059,124.9646156694111
1060,124.9646573401419
1061,124.9645789825299
1062,124.9646218939714
1063,124.9645419831787
1064,124.9645933802629
1065,124.9645217739964
1066,124.9644912328882
1067,124.9644797941836
1068,124.9644775513404
1069,124.9645909811011
1070,124.9645205908182
1071,124.9645976870252
1072,124.9645206024369
1073,124.9645601441874
1074,124.9644817425143
1075,124.9644416735338
1076,124.9644248285246
1077,124.9645350100564
1078,124.9644624275955
1079,124.9645043145924
1080,124.964667481259
1081,124.9646516341849
1082,124.9647740125538
1083,124.9647502705977
1084,124.9648333423604
1085,124.9646773947655
1086,124.9647145306969
1087,124.9646536841658
1088,124.9647415275954
1089,124.964619122676
1090,124.964970429681
1091,124.9648819732587
1092,124.9648129643598
1093,124.9648207629805
1094,124.9646888104276
1095,124.9650512206436
1096,124.9649090318349
1097,124.9647417976636
1098,124.9648410339697
1099,124.9647505620746
1100,124.9647078637864
1101,124.9649609632914
1102,124.9650009116235
1103,124.9650174224688
1104,124.9649158975219
1105,124.9654409206647
1106,124.96516875127
1107,124.9650529953229
1108,124.9652006323569
1109,124.9654129352627
1110,124.9654393510408
1111,124.965375931499
1112,124.9657125905141
1113,124.9658988040731
1114,124.9656242329342
1115,124.9658946647862
1116,124.9657621118335
1117,124.9658895970163
1118,124.9658726319349
1119,124.9657712693135
1120,124.9657485489263
1121,124.9660997302384
1122,124.9660230865739
1123,124.9660946053153
1124,124.9664683937176
1125,124.9663595348564
1126,124.966230028552
1127,124.9662093878252
1128,124.9663961056968
1129,124.9663453609394
1130,124.9665138784162
1131,124.9665200440838
1132,124.9663934980467
1133,124.9666453501881
1134,124.9665238766823
1135,124.9666676955066
1136,124.9670508867691
1137,124.9668226925993
1138,124.966733759084
1139,124.9667154709355
1140,124.9667088029972
1141,124.9666974617421
1142,124.9670383483018
1143,124.9668431380505
1144,124.9669563579691
1145,124.9670579269027
1146,124.9668472475616
1147,124.9669496220132
1148,124.9668288336135
1149,124.9669442729905
1150,124.9668361273016
1151,124.9670382506354
1152,124.9668873992197
1153,124.9669942035941
1154,124.9671081084505
1155,124.9669162522894
1156,124.9668266152556
1157,124.9670433251486
1158,124.9672643270709
1159,124.9670064581816
1160,124.9668808202234
1161,124.9668282679711
1162,124.9667958003345
1163,124.967026387542
1164,124.9670621131272
1165,124.9671458831099
1166,124.9669352959875
1167,124.966854259641
1168,124.9668264888705
1169,124.9672667762858
1170,124.9672205343344
1171,124.9670158613969
1172,124.9669374611608
1173,124.9669098579157
1174,124.9671575548337
1175,124.9672813699166
1176,124.9672877816562
1177,124.9671118156387
1178,124.9670475802152
1179,124.9670224229655
1180,124.9669988846778
1181,124.9672427992364
1182,124.967089513332
1183,124.9674877526474
1184,124.9672195942127
1185,124.9671095502757
1186,124.9670746866361
1187,124.9673321367972
1188,124.967190946874
1189,124.9673205603723
1190,124.9674652152711
1191,124.9672789903073
1192,124.967200324607
1193,124.9674436457196
1194,124.9674922628508
1195,124.9673097769594
1196,124.9675003423518
1197,124.9673469808408
1198,124.9672737593266
1199,124.9675176906145
1200,124.9675771403073
1201,124.9673953241301
1202,124.967586920128
1203,124.9674335164957
1204,124.9673585199361
1205,124.9676047334217
1206,124.9676664986832
1207,124.9674876612561
1208,124.9679243301066
1209,124.9676718497692
1210,124.9675582196644
1211,124.9677161013712
1212,124.9678766669258
1213,124.9676738118247
1214,124.9678514657162
1215,124.9676783969377
1216,124.9675921126244
1217,124.9677605018074
1218,124.9676235832437
1219,124.9678229451059
1220,124.9679235302086
1221,124.9677068912819
1222,124.9676115397579
1223,124.9677774662692
1224,124.9676399598196
1225,124.9677893639533
1226,124.9682100609303
1227,124.9678785727838
1228,124.9677343938267
1229,124.9679006039154
1230,124.9677707459074
1231,124.9676845692802
1232,124.9679076414743
1233,124.9680266606017
1234,124.9678035182781
1235,124.9679098298247
1236,124.9677614240666
1237,124.9676793070204
1238,124.9679162204272
1239,124.9677538142061
1240,124.9681958186185
1241,124.9681313133591
1242,124.9678977662343
1243,124.9678021388065
1244,124.9680516037039
1245,124.9678991802113
1246,124.9678079802772
1247,124.9682574603085
1248,124.9679800924182
1249,124.9678355680753
1250,124.9680604958967
1251,124.967900134182
1252,124.9678121447917
1253,124.9682533916102
1254,124.9682202789748
1255,124.9679829799646
1256,124.9681718470548
1257,124.9680100350813
1258,124.9679344680426
1259,124.9683901694573
1260,124.9681193969874
1261,124.9679760595538
