AnsysSound_BBN	2
Pa2/Hz	NARROWBAND
"Profile of Road and wind (kph)"
"kph"	10.000000	20.000000	30.000000	40.000000	50.000000	60.000000	70.000000	80.000000	90.000000	100.000000
0.000000	3.237911e-05	3.556071e-05	1.062150e-04	1.881770e-04	2.039163e-04	1.639911e-04	1.768248e-04	3.267145e-04	2.375483e-04	2.248829e-04
21.533203	6.990237e-05	9.226512e-05	1.568568e-04	3.079053e-04	3.083790e-04	3.641619e-04	2.239495e-04	4.011814e-04	3.038423e-04	4.063370e-04
43.066406	2.164967e-05	4.194057e-05	3.769977e-05	1.097408e-04	8.466246e-05	1.442356e-04	5.961345e-05	1.209090e-04	8.121611e-05	1.319080e-04
64.599609	2.301717e-06	5.140671e-06	4.042538e-06	1.626631e-05	8.235264e-06	1.535783e-05	1.502151e-05	2.655250e-05	1.761689e-05	2.145780e-05
86.132812	1.984734e-06	2.531765e-06	4.007442e-06	9.700204e-06	5.761412e-06	9.216549e-06	1.443967e-05	2.130257e-05	1.882145e-05	3.028632e-05
107.666016	2.149262e-06	2.509398e-06	6.418819e-06	1.053489e-05	5.600461e-06	9.528138e-06	1.637297e-05	2.292380e-05	2.505056e-05	2.575105e-05
129.199219	9.395848e-07	1.161121e-06	2.721441e-06	4.308516e-06	4.036493e-06	4.809389e-06	5.739735e-06	1.224937e-05	1.420898e-05	1.059855e-05
150.732422	4.041057e-07	4.772686e-07	8.434052e-07	1.782807e-06	2.550081e-06	3.659277e-06	3.754142e-06	4.096742e-06	4.289292e-06	3.449617e-06
172.265625	2.337200e-07	2.495839e-07	6.323243e-07	5.394622e-07	9.477159e-07	2.454567e-06	2.973059e-06	3.347322e-06	3.112096e-06	3.354773e-06
193.798828	1.349250e-07	1.894979e-07	2.506131e-07	2.559250e-07	2.764677e-07	1.643721e-06	1.603681e-06	2.000599e-06	2.887942e-06	2.373358e-06
215.332031	1.879730e-07	3.338670e-07	2.274670e-07	3.213586e-07	2.452870e-07	7.079511e-07	1.516640e-06	2.459445e-06	3.472746e-06	3.646056e-06
236.865234	3.522987e-07	6.115941e-07	3.731789e-07	5.427568e-07	3.418819e-07	3.497107e-07	1.126036e-06	3.642622e-06	2.723236e-06	5.674181e-06
258.398438	2.851006e-07	3.389462e-07	2.904702e-07	3.232214e-07	5.673127e-07	3.162323e-07	4.176272e-07	1.739623e-06	1.359292e-06	3.139551e-06
279.931641	1.837177e-07	1.702923e-07	2.408233e-07	2.039531e-07	5.346333e-07	4.829653e-07	1.538762e-07	6.452728e-07	6.262055e-07	1.027419e-06
301.464844	1.432702e-07	1.947668e-07	3.207749e-07	2.573068e-07	6.289310e-07	4.678873e-07	3.105696e-07	7.288265e-07	3.374643e-07	6.555720e-07
322.998047	9.561838e-08	1.830982e-07	3.760730e-07	2.586906e-07	5.058104e-07	4.637983e-07	4.791637e-07	8.096695e-07	4.983207e-07	2.524903e-07
344.531250	6.891783e-08	1.368321e-07	2.273526e-07	2.329300e-07	2.101000e-07	3.597649e-07	3.063313e-07	5.067944e-07	6.161223e-07	2.454344e-07
366.064453	5.284389e-08	1.155226e-07	1.512029e-07	1.917040e-07	2.025464e-07	2.175971e-07	3.413871e-07	4.750167e-07	5.598441e-07	5.998822e-07
387.597656	5.602667e-08	7.225969e-08	1.503730e-07	8.565115e-08	1.443108e-07	1.289009e-07	3.939652e-07	5.565828e-07	4.974769e-07	6.003648e-07
409.130859	3.033625e-08	6.670551e-08	1.561282e-07	4.766937e-08	7.602453e-08	1.184111e-07	2.228556e-07	5.717581e-07	4.064646e-07	6.548955e-07
430.664062	1.024043e-08	4.597916e-08	1.111397e-07	3.669420e-08	4.844888e-08	8.147673e-08	1.336979e-07	3.261863e-07	2.928499e-07	4.891140e-07
452.197266	8.878744e-09	2.383613e-08	6.858384e-08	4.435620e-08	3.601638e-08	5.145959e-08	1.021789e-07	9.802933e-08	1.477514e-07	2.977374e-07
473.730469	1.062836e-08	1.323154e-08	3.568642e-08	5.598282e-08	4.096410e-08	3.725868e-08	8.246523e-08	8.713054e-08	1.011359e-07	1.480224e-07
495.263672	7.838896e-09	1.440059e-08	3.674515e-08	7.290517e-08	4.434820e-08	5.431328e-08	7.510300e-08	8.990266e-08	1.272547e-07	7.025417e-08
516.796875	4.071842e-09	1.147485e-08	4.501612e-08	6.608573e-08	3.086969e-08	5.429130e-08	5.705818e-08	1.104344e-07	1.418691e-07	1.068797e-07
538.330078	3.448708e-09	1.795398e-08	3.353676e-08	4.977509e-08	2.685158e-08	4.500535e-08	6.949143e-08	9.311527e-08	1.606994e-07	2.003444e-07
559.863281	3.110370e-09	1.289631e-08	1.715306e-08	2.693028e-08	4.379291e-08	3.423529e-08	6.047834e-08	5.866230e-08	1.030394e-07	2.139251e-07
581.396484	3.647264e-09	6.498153e-09	1.051994e-08	3.121239e-08	5.757089e-08	2.655751e-08	4.819076e-08	7.394154e-08	8.751039e-08	1.429690e-07
602.929688	4.349632e-09	7.174798e-09	8.998460e-09	4.210782e-08	5.711473e-08	3.875441e-08	4.385104e-08	6.300254e-08	7.804001e-08	5.065405e-08
624.462891	5.139206e-09	7.489831e-09	1.373207e-08	3.559004e-08	7.338171e-08	1.025436e-07	3.814045e-08	6.210887e-08	8.068017e-08	3.623700e-08
645.996094	3.225915e-09	9.371660e-09	1.619838e-08	2.442809e-08	4.927864e-08	1.413782e-07	2.539321e-08	7.600158e-08	8.970176e-08	6.610613e-08
667.529297	2.040364e-09	8.607614e-09	1.530833e-08	2.551864e-08	3.158323e-08	8.118666e-08	3.579158e-08	5.734242e-08	1.059789e-07	1.004108e-07
