[Name]
Export Surface 1

[Parameters]
Ncompt = 1
Nnodes = 9526
Rotation Axis From = 0.00000000 [m], 0.00000000 [m], 0.00000000 [m]
Rotation Axis To   = 0.00000000 [m], 0.00000000 [m], 1.00000000 [m]
Rotating Speed     = 1047.19755 [s^-1 rad]
Frequency          = 401.532061 [Hz]
Nodal Diameter     = 0

[Spatial Fields]
Initial X, Initial Y, Initial Z

[Data]
Initial X [ m ], Initial Y [ m ], Initial Z [ m ], Real Pressure [ kg m^-1 s^-2 ], Imaginary Pressure [ kg m^-1 s^-2 ]
-1.06610538E-002,  1.64665231E-001,  8.50900946E-003, -7.26128785E+000,  1.68533813E+001
-1.06634172E-002,  1.64677911E-001,  8.50840190E-003, -7.25705543E+000,  1.68550574E+001
-1.06664460E-002,  1.64694160E-001,  8.50762326E-003, -7.24625444E+000,  1.68581558E+001
-1.06703276E-002,  1.64714985E-001,  8.50662539E-003, -7.23098039E+000,  1.68627808E+001
-1.06753021E-002,  1.64741674E-001,  8.50534655E-003, -7.21830667E+000,  1.68688293E+001
-1.06816772E-002,  1.64775877E-001,  8.50370764E-003, -7.21508226E+000,  1.68757355E+001
-1.06898473E-002,  1.64819710E-001,  8.50160727E-003, -7.22026324E+000,  1.68831810E+001
-1.07003178E-002,  1.64875885E-001,  8.49891552E-003, -7.22232899E+000,  1.68920321E+001
-1.07137364E-002,  1.64947877E-001,  8.49546586E-003, -7.21557002E+000,  1.69033825E+001
-1.07309330E-002,  1.65040139E-001,  8.49104490E-003, -7.21536936E+000,  1.69177266E+001
-1.07529715E-002,  1.65158380E-001,  8.48537916E-003, -7.26540767E+000,  1.69339589E+001
-1.07812066E-002,  1.65309915E-001,  8.47810635E-003, -7.43436096E+000,  1.69470680E+001
-1.08173463E-002,  1.65504125E-001,  8.46872251E-003, -7.77931773E+000,  1.69636805E+001
-1.08635851E-002,  1.65753030E-001,  8.45658994E-003, -8.28245920E+000,  1.69479311E+001
-1.09227185E-002,  1.66072036E-001,  8.44086823E-003, -8.83246169E+000,  1.68360046E+001
-1.09983001E-002,  1.66480893E-001,  8.42043983E-003, -9.29103797E+000,  1.67105415E+001
-1.10948373E-002,  1.67004915E-001,  8.39380857E-003, -9.64626949E+000,  1.66480953E+001
-1.12180349E-002,  1.67676554E-001,  8.35895727E-003, -9.99796757E+000,  1.66251952E+001
-1.13750939E-002,  1.68537408E-001,  8.31314840E-003, -1.03150517E+001,  1.66657026E+001
-1.15750822E-002,  1.69640800E-001,  8.25264794E-003, -1.02771349E+001,  1.68062176E+001
-1.18294007E-002,  1.71055076E-001,  8.17235256E-003, -1.00968091E+001,  1.75900876E+001
-1.21523963E-002,  1.72867827E-001,  8.06531361E-003, -9.64670228E+000,  1.90555793E+001
-1.25622346E-002,  1.75191279E-001,  7.92220074E-003, -8.83155044E+000,  2.14690715E+001
-1.30748242E-002,  1.78159336E-001,  7.73543996E-003, -7.70840576E+000,  2.51143449E+001
-1.35953805E-002,  1.81988095E-001,  7.57512923E-003, -6.66538377E+000,  3.17712828E+001
-1.42547475E-002,  1.86893697E-001,  7.35861344E-003, -4.74784682E+000,  4.15655794E+001
-1.50820157E-002,  1.93194834E-001,  7.11879195E-003, -1.14539672E+000,  6.06467374E+001
-1.58905966E-002,  1.99500593E-001,  7.02074476E-003,  3.20463507E+000,  7.17021082E+001
-1.67055636E-002,  2.05803268E-001,  6.93880689E-003,  1.95475969E+000,  8.45476257E+001
-1.75257005E-002,  2.12105263E-001,  6.88585311E-003,  1.88797773E+001,  1.03039612E+002
-1.83646887E-002,  2.18404915E-001,  6.86057667E-003,  3.30859496E+001,  1.65659477E+002
-1.92609378E-002,  2.24699289E-001,  6.76462593E-003,  4.52940090E+001,  1.99986964E+002
-2.01690256E-002,  2.30993905E-001,  6.69318058E-003,  6.72261092E+001,  2.73742228E+002
-2.11770711E-002,  2.37276116E-001,  6.61240901E-003,  8.11401289E+001,  2.48950652E+002
-2.20586441E-002,  2.42675597E-001,  6.56077188E-003,  7.81095597E+001,  4.35350906E+002
-2.28316079E-002,  2.47281301E-001,  6.52401164E-003,  1.11623294E+002,  2.94886020E+002
-2.35049069E-002,  2.51195848E-001,  6.50002049E-003,  1.09702023E+002,  5.30512436E+002
-2.40776084E-002,  2.54514651E-001,  6.48459947E-003,  1.53485577E+002,  4.03764813E+002
-2.45629040E-002,  2.57320675E-001,  6.47463124E-003,  1.67602689E+002,  3.63422170E+002
-2.49658397E-002,  2.59688598E-001,  6.47068952E-003,  1.70901823E+002,  5.09969248E+002
-2.53022008E-002,  2.61681606E-001,  6.46964927E-003,  1.98759859E+002,  3.95433832E+002
-2.55849283E-002,  2.63355226E-001,  6.46951159E-003,  2.18535428E+002,  4.47562564E+002
-2.58221445E-002,  2.64758429E-001,  6.46987654E-003,  2.27979039E+002,  4.40233570E+002
-2.60208196E-002,  2.65933003E-001,  6.47049817E-003,  2.34398513E+002,  4.45193039E+002
-2.61869467E-002,  2.66914733E-001,  6.47122722E-003,  2.38309881E+002,  4.24249208E+002
-2.63256574E-002,  2.67734170E-001,  6.47197533E-003,  2.37364388E+002,  3.97585660E+002
-2.64413237E-002,  2.68417291E-001,  6.47269242E-003,  2.35552671E+002,  3.88187323E+002
-2.65376579E-002,  2.68986118E-001,  6.47335224E-003,  2.31648644E+002,  3.70683215E+002
-2.66178030E-002,  2.69459272E-001,  6.47394325E-003,  2.26613975E+002,  3.58656872E+002
-2.66844132E-002,  2.69852467E-001,  6.47446282E-003,  2.19426291E+002,  3.48104911E+002
-2.67397223E-002,  2.70178917E-001,  6.47491339E-003,  2.09331510E+002,  3.28252682E+002
-2.67856088E-002,  2.70449728E-001,  6.47530015E-003,  1.94410948E+002,  3.05412891E+002
-2.68236475E-002,  2.70674207E-001,  6.47562954E-003,  1.71985479E+002,  2.76554554E+002
-2.68551567E-002,  2.70860142E-001,  6.47590834E-003,  1.40710183E+002,  2.22311383E+002
-2.68812412E-002,  2.71014059E-001,  6.47614318E-003,  9.70787297E+001,  1.67422904E+002
-2.69028187E-002,  2.71141376E-001,  6.47634017E-003,  3.47794854E+001,  1.00563578E+002
-2.69206596E-002,  2.71246643E-001,  6.47650492E-003, -5.62829342E+001,  1.56489385E+001
-2.69354022E-002,  2.71333626E-001,  6.47664231E-003, -2.13511935E+002, -1.01442995E+002
-2.69475781E-002,  2.71405463E-001,  6.47675664E-003, -4.49559701E+002, -3.14261909E+002
-2.69576282E-002,  2.71464761E-001,  6.47685176E-003, -1.73255551E+003, -8.53818765E+002
 4.93945561E-003,  1.64926046E-001,  2.30721596E-002, -2.02046497E+001, -4.65119546E+001
 4.93813552E-003,  1.64936030E-001,  2.30722392E-002, -2.03975340E+001, -4.66472055E+001
 4.93644484E-003,  1.64948826E-001,  2.30723431E-002, -2.06241282E+001, -4.68255208E+001
 4.93427813E-003,  1.64965225E-001,  2.30724763E-002, -2.07362166E+001, -4.69284197E+001
 4.93150137E-003,  1.64986241E-001,  2.30726470E-002, -2.07716687E+001, -4.69850594E+001
 4.92794278E-003,  1.65013175E-001,  2.30728658E-002, -2.08557663E+001, -4.72027858E+001
 4.92338226E-003,  1.65047692E-001,  2.30731462E-002, -1.98264134E+001, -4.68044689E+001
 4.91753770E-003,  1.65091928E-001,  2.30735057E-002, -1.78121261E+001, -4.57567399E+001
 4.91004759E-003,  1.65148619E-001,  2.30739664E-002, -1.63081531E+001, -4.50706057E+001
 4.90044867E-003,  1.65221272E-001,  2.30745569E-002, -1.61170229E+001, -4.51419248E+001
 4.88814724E-003,  1.65314382E-001,  2.30753139E-002, -1.79064822E+001, -4.74671578E+001
 4.87238249E-003,  1.65433708E-001,  2.30762844E-002, -2.03288778E+001, -4.96597904E+001
 4.85221557E-003,  1.65586660E-001,  2.30775084E-002, -2.31001766E+001, -5.32304416E+001
 4.82658320E-003,  1.65782738E-001,  2.30789567E-002, -2.77118746E+001, -5.71980802E+001
 4.79409747E-003,  1.66034107E-001,  2.30806070E-002, -3.08100544E+001, -5.95517051E+001
 4.75306024E-003,  1.66356383E-001,  2.30823853E-002, -3.27358018E+001, -6.06312430E+001
 4.70144145E-003,  1.66769605E-001,  2.30841145E-002, -3.49662627E+001, -6.14562118E+001
 4.63687624E-003,  1.67299494E-001,  2.30854338E-002, -3.59606968E+001, -6.11541888E+001
 4.55671593E-003,  1.67979058E-001,  2.30856648E-002, -3.49747462E+001, -5.97940244E+001
 4.45817700E-003,  1.68850663E-001,  2.30835901E-002, -3.24107254E+001, -5.82017914E+001
 4.33865818E-003,  1.69968658E-001,  2.30770924E-002, -2.63602179E+001, -5.54830369E+001
 4.19632529E-003,  1.71402702E-001,  2.30625726E-002, -2.03910454E+001, -5.54384062E+001
 4.03108894E-003,  1.73241926E-001,  2.30340205E-002, -2.36452909E+001, -5.56103978E+001
 3.84608084E-003,  1.75600073E-001,  2.29815531E-002, -2.99371953E+001, -5.33829630E+001
 3.65252904E-003,  1.78605528E-001,  2.28930500E-002, -2.83232173E+001, -4.85949305E+001
 3.49668640E-003,  1.82463252E-001,  2.27951793E-002, -2.35033919E+001, -4.79588042E+001
 3.38494027E-003,  1.87408758E-001,  2.26169473E-002, -1.48064747E+001, -4.81283227E+001
 3.36504730E-003,  1.93756873E-001,  2.23352494E-002, -1.08526335E+001, -5.75832872E+001
 3.45743473E-003,  2.00105132E-001,  2.20488551E-002, -2.59639099E+001, -7.92526188E+001
 3.60774509E-003,  2.06450188E-001,  2.17231761E-002, -2.57537637E+001, -9.76601530E+001
 3.79278634E-003,  2.12794619E-001,  2.13971047E-002, -1.53655274E+001, -1.05681892E+002
 3.96653040E-003,  2.19139788E-001,  2.10781604E-002, -2.08315945E+001, -1.13013513E+002
 4.07354007E-003,  2.25485502E-001,  2.07542862E-002,  2.52648907E+001, -8.28848102E+001
 4.14164339E-003,  2.31834022E-001,  2.04729061E-002,  1.35384370E+001, -1.03231519E+002
 4.10167790E-003,  2.38182433E-001,  2.01779677E-002,  1.75071934E+001, -1.56680045E+002
 4.03116043E-003,  2.43642507E-001,  1.99576724E-002, -4.47929194E+001, -2.88553601E+002
 3.91523709E-003,  2.48301814E-001,  1.97669029E-002, -7.70255497E+001, -4.69498346E+002
 3.78096252E-003,  2.52264328E-001,  1.95929496E-002, -9.31660345E+001, -5.05826107E+002
 3.65593057E-003,  2.55626600E-001,  1.94607644E-002, -9.93921528E+001, -5.30285533E+002
 3.54262599E-003,  2.58469582E-001,  1.93600903E-002, -6.28817404E+001, -4.97172490E+002
 3.40834341E-003,  2.60864850E-001,  1.92601644E-002, -1.80569176E+001, -4.81727318E+002
 3.27560579E-003,  2.62880880E-001,  1.91711295E-002,  3.52552479E+001, -4.04709062E+002
 3.16114290E-003,  2.64575705E-001,  1.91004065E-002,  1.05076206E+002, -3.53725595E+002
 3.06319511E-003,  2.65996723E-001,  1.90440162E-002,  1.80492387E+002, -3.37522433E+002
 2.97984351E-003,  2.67186210E-001,  1.89988536E-002,  2.71678002E+002, -2.47186729E+002
 2.90923627E-003,  2.68180400E-001,  1.89625333E-002,  3.74462614E+002, -1.88762335E+002
 2.84965250E-003,  2.69010222E-001,  1.89332135E-002,  4.70829133E+002, -1.23868082E+002
 2.79953251E-003,  2.69701989E-001,  1.89094644E-002,  5.56748211E+002, -2.78519215E+001
 2.75748825E-003,  2.70278013E-001,  1.88901699E-002,  6.17480232E+002, -5.74416089E+001
 2.72230226E-003,  2.70757144E-001,  1.88744542E-002,  6.71217896E+002, -7.38647884E+001
 2.69291554E-003,  2.71155298E-001,  1.88616249E-002,  7.24850371E+002,  6.82523757E+001
 2.66841575E-003,  2.71485865E-001,  1.88511323E-002,  7.57580565E+002,  1.83788115E+002
 2.64802241E-003,  2.71760082E-001,  1.88425378E-002,  7.82772530E+002,  2.59000978E+002
 2.63107022E-003,  2.71987383E-001,  1.88354890E-002,  7.98614416E+002,  3.43673994E+002
 2.61699555E-003,  2.72175660E-001,  1.88297021E-002,  7.99594865E+002,  2.30587228E+002
 2.60532260E-003,  2.72331508E-001,  1.88249474E-002,  7.90212930E+002,  9.97219531E+001
 2.59565104E-003,  2.72460429E-001,  1.88210384E-002,  7.74435724E+002,  1.44040308E+002
 2.58764457E-003,  2.72567014E-001,  1.88178233E-002,  7.58603687E+002,  1.84015586E+002
 2.58102176E-003,  2.72655083E-001,  1.88151780E-002,  7.43078182E+002,  1.90149114E+002
 2.57554695E-003,  2.72727821E-001,  1.88130010E-002,  7.35315931E+002,  2.08325077E+002
 2.57102346E-003,  2.72787866E-001,  1.88112086E-002,  7.03622598E+002, -4.50065353E+001
 5.36022160E-003,  1.64912907E-001,  2.38140344E-002,  6.38533802E-001, -2.91731715E+001
 5.35888814E-003,  1.64922894E-001,  2.38140836E-002,  4.46109455E-001, -2.92616365E+001
 5.35717967E-003,  1.64935692E-001,  2.38141474E-002,  2.86323952E-001, -2.92884120E+001
 5.35499017E-003,  1.64952095E-001,  2.38142293E-002,  3.33987862E-001, -2.91227928E+001
 5.35218420E-003,  1.64973115E-001,  2.38143342E-002,  5.20856771E-001, -2.89774260E+001
 5.34858818E-003,  1.65000055E-001,  2.38144687E-002,  1.45299401E+000, -2.83450152E+001
 5.34397967E-003,  1.65034579E-001,  2.38146411E-002,  3.28748662E+000, -2.74503305E+001
 5.33807362E-003,  1.65078825E-001,  2.38148620E-002,  5.47762798E+000, -2.61490287E+001
 5.33050471E-003,  1.65135528E-001,  2.38151453E-002,  6.33050905E+000, -2.54439847E+001
 5.32080478E-003,  1.65208197E-001,  2.38155084E-002,  4.97573332E+000, -2.58480368E+001
 5.30837389E-003,  1.65301327E-001,  2.38159741E-002,  8.38635563E-001, -2.88004031E+001
 5.29244322E-003,  1.65420678E-001,  2.38165712E-002, -2.78789143E+000, -3.21842771E+001
 5.27206459E-003,  1.65573664E-001,  2.38173170E-002, -6.48070625E+000, -3.60912998E+001
 5.24616722E-003,  1.65769788E-001,  2.38181539E-002, -1.01036421E+001, -3.98940543E+001
 5.21335290E-003,  1.66021218E-001,  2.38190226E-002, -1.46983904E+001, -4.36878452E+001
 5.17191261E-003,  1.66343576E-001,  2.38198028E-002, -1.85345392E+001, -4.71920140E+001
 5.11980668E-003,  1.66756911E-001,  2.38202584E-002, -2.50846535E+001, -5.12114446E+001
 5.05466534E-003,  1.67286953E-001,  2.38199547E-002, -2.99220543E+001, -5.27573304E+001
 4.97384503E-003,  1.67966729E-001,  2.38181204E-002, -3.22601111E+001, -5.15375833E+001
 4.87458748E-003,  1.68838626E-001,  2.38134226E-002, -2.83220814E+001, -4.94534106E+001
 4.75435305E-003,  1.69957021E-001,  2.38036003E-002, -1.51619243E+001, -4.55600974E+001
 4.61143195E-003,  1.71391608E-001,  2.37848763E-002, -1.22147521E+001, -4.77743354E+001
 4.44596196E-003,  1.73231550E-001,  2.37510168E-002, -1.99831782E+001, -5.25250913E+001
 4.26146218E-003,  1.75590601E-001,  2.36918490E-002, -3.53205322E+001, -5.51046424E+001
 4.06956365E-003,  1.78596589E-001,  2.35946360E-002, -3.54210690E+001, -5.02310483E+001
 3.91392338E-003,  1.82454829E-001,  2.34813694E-002, -3.01923912E+001, -4.91653481E+001
 3.80492762E-003,  1.87400906E-001,  2.32838012E-002, -1.92914373E+001, -4.90841494E+001
 3.79325141E-003,  1.93749209E-001,  2.29746702E-002, -1.49284885E+001, -5.88405483E+001
 3.90361654E-003,  2.00097108E-001,  2.26518047E-002, -3.21269767E+001, -8.08325538E+001
 4.07266767E-003,  2.06441640E-001,  2.22900186E-002, -3.67250741E+001, -1.00317055E+002
 4.27591518E-003,  2.12785459E-001,  2.19283514E-002, -3.31827647E+001, -1.16340222E+002
 4.46671084E-003,  2.19130129E-001,  2.15746095E-002, -4.89992175E+001, -1.30314095E+002
 4.58165580E-003,  2.25475633E-001,  2.12228018E-002,  2.40165898E-002, -1.04535441E+002
 4.65496254E-003,  2.31824301E-001,  2.09157559E-002, -8.43615384E+000, -1.15878536E+002
 4.61894684E-003,  2.38172919E-001,  2.05961856E-002,  5.02715339E-003, -1.64358224E+002
 4.55037592E-003,  2.43633434E-001,  2.03559230E-002, -6.03071048E+001, -2.87799190E+002
 4.43408965E-003,  2.48293143E-001,  2.01490791E-002, -1.00393484E+002, -4.65867194E+002
 4.29646546E-003,  2.52256069E-001,  1.99643082E-002, -1.21862593E+002, -5.35223402E+002
 4.16808667E-003,  2.55618891E-001,  1.98234229E-002, -1.31647675E+002, -5.74970483E+002
 4.05155764E-003,  2.58462341E-001,  1.97157654E-002, -9.85609978E+001, -5.48145533E+002
 3.91394698E-003,  2.60857860E-001,  1.96095867E-002, -5.12071519E+001, -5.46058919E+002
 3.77804468E-003,  2.62874127E-001,  1.95151584E-002,  3.48388485E+000, -4.95783142E+002
 3.66077053E-003,  2.64569261E-001,  1.94400306E-002,  8.52820739E+001, -4.37311544E+002
 3.56036095E-003,  2.65990534E-001,  1.93800452E-002,  1.65159223E+002, -4.11071808E+002
 3.47487242E-003,  2.67180235E-001,  1.93319442E-002,  2.49112820E+002, -3.16909408E+002
 3.40242443E-003,  2.68174600E-001,  1.92932186E-002,  3.44256031E+002, -2.61096933E+002
 3.34126400E-003,  2.69004579E-001,  1.92619268E-002,  4.43938539E+002, -1.85343713E+002
 3.28980217E-003,  2.69696467E-001,  1.92365595E-002,  5.44560531E+002, -6.37651057E+001
 3.24662064E-003,  2.70272591E-001,  1.92159355E-002,  5.86870825E+002, -1.02010837E+002
 3.21047425E-003,  2.70751809E-001,  1.91991263E-002,  6.68641801E+002, -1.51571323E+002
 3.18027976E-003,  2.71150031E-001,  1.91853971E-002,  7.06573749E+002, -2.60489388E+001
 3.15510276E-003,  2.71480649E-001,  1.91741636E-002,  7.16455582E+002,  6.80552845E+001
 3.13414191E-003,  2.71754920E-001,  1.91649584E-002,  7.23052690E+002,  1.24371604E+002
 3.11671639E-003,  2.71982260E-001,  1.91574064E-002,  7.23626643E+002,  1.84596621E+002
 3.10224748E-003,  2.72170567E-001,  1.91512047E-002,  7.11756092E+002,  9.27489129E+001
 3.09024682E-003,  2.72326436E-001,  1.91461082E-002,  6.90718357E+002, -5.48229112E+000
 3.08030239E-003,  2.72455383E-001,  1.91419171E-002,  6.65502620E+002,  1.60533757E+001
 3.07206979E-003,  2.72561986E-001,  1.91384695E-002,  6.40857116E+002,  3.21925772E+001
 3.06525944E-003,  2.72650072E-001,  1.91356325E-002,  6.18237318E+002,  2.94385860E+001
 3.05962970E-003,  2.72722821E-001,  1.91332976E-002,  6.12913089E+002,  5.17585960E+001
 3.05497816E-003,  2.72782875E-001,  1.91313752E-002,  5.60129942E+002, -2.41904293E+002
-8.16978032E-003,  1.64797614E-001,  1.03699227E-002, -1.17715583E+001,  1.47009824E+001
-8.17173843E-003,  1.64807516E-001,  1.03693442E-002, -1.17717092E+001,  1.47021473E+001
-8.17424777E-003,  1.64820207E-001,  1.03686029E-002, -1.17688277E+001,  1.47037417E+001
-8.17746366E-003,  1.64836472E-001,  1.03676529E-002, -1.17599877E+001,  1.47061379E+001
-8.18158501E-003,  1.64857315E-001,  1.03664355E-002, -1.17457235E+001,  1.47096721E+001
-8.18686679E-003,  1.64884028E-001,  1.03648752E-002, -1.17310554E+001,  1.47145882E+001
-8.19363571E-003,  1.64918262E-001,  1.03628756E-002, -1.17219768E+001,  1.47208446E+001
-8.20231051E-003,  1.64962135E-001,  1.03603131E-002, -1.17175807E+001,  1.47282433E+001
-8.21342779E-003,  1.65018360E-001,  1.03570292E-002, -1.17075997E+001,  1.47371222E+001
-8.22767526E-003,  1.65090417E-001,  1.03528207E-002, -1.16849322E+001,  1.47488217E+001
-8.24593425E-003,  1.65182763E-001,  1.03474274E-002, -1.16554591E+001,  1.47655919E+001
-8.26933423E-003,  1.65301110E-001,  1.03405160E-002, -1.16464077E+001,  1.47893764E+001
-8.29931129E-003,  1.65452784E-001,  1.03316441E-002, -1.17177721E+001,  1.48182049E+001
-8.33766651E-003,  1.65647175E-001,  1.03201946E-002, -1.19471932E+001,  1.48595788E+001
-8.38671593E-003,  1.65896319E-001,  1.03053872E-002, -1.23747525E+001,  1.48743957E+001
-8.44940476E-003,  1.66215640E-001,  1.02861922E-002, -1.29433219E+001,  1.47912558E+001
-8.52946711E-003,  1.66624914E-001,  1.02612394E-002, -1.35084746E+001,  1.46568766E+001
-8.63162459E-003,  1.67149494E-001,  1.02286909E-002, -1.40368656E+001,  1.45347879E+001
-8.76182826E-003,  1.67821879E-001,  1.01860645E-002, -1.45932515E+001,  1.44218463E+001
-8.92755216E-003,  1.68683737E-001,  1.01299833E-002, -1.51959542E+001,  1.43499898E+001
-9.13814940E-003,  1.69788481E-001,  1.00558261E-002, -1.54248249E+001,  1.43043967E+001
-9.40529207E-003,  1.71204572E-001,  9.95724964E-003, -1.56338351E+001,  1.47643962E+001
-9.74354763E-003,  1.73019741E-001,  9.82556112E-003, -1.55826211E+001,  1.57228959E+001
-1.01712146E-002,  1.75346371E-001,  9.64897273E-003, -1.53234554E+001,  1.76999906E+001
-1.07036008E-002,  1.78315168E-001,  9.41718825E-003, -1.48275255E+001,  2.09919602E+001
-1.12509046E-002,  1.82146785E-001,  9.19849357E-003, -1.44677361E+001,  2.66337652E+001
-1.19399500E-002,  1.87055575E-001,  8.90189723E-003, -1.38236460E+001,  3.43617931E+001
-1.28034811E-002,  1.93358202E-001,  8.55674389E-003, -1.27497763E+001,  5.21426918E+001
-1.36571846E-002,  1.99665773E-001,  8.36206608E-003, -9.34092949E+000,  8.36055786E+001
-1.45172958E-002,  2.05969008E-001,  8.18472441E-003, -5.85957415E+000,  5.99634241E+001
-1.53822447E-002,  2.12271325E-001,  8.04191697E-003,  1.68171159E+000,  1.15064943E+002
-1.62696565E-002,  2.18570930E-001,  7.93298719E-003,  1.05060062E+001,  1.52905435E+002
-1.72069860E-002,  2.24865724E-001,  7.75345540E-003,  1.99788821E+001,  1.93878597E+002
-1.81595574E-002,  2.31161035E-001,  7.60438504E-003,  3.04295714E+001,  2.53981993E+002
-1.92180376E-002,  2.37442902E-001,  7.45072259E-003,  4.67951319E+001,  2.64927199E+002
-2.01458230E-002,  2.42842121E-001,  7.34151308E-003,  4.50702067E+001,  1.50661505E+002
-2.09624738E-002,  2.47446936E-001,  7.25788473E-003,  7.21441677E+001,  3.94055108E+002
-2.16760656E-002,  2.51360185E-001,  7.19547944E-003,  7.00004715E+001,  1.43034381E+002
-2.22837850E-002,  2.54677900E-001,  7.14955965E-003,  9.89177262E+001,  3.37292673E+002
-2.27991911E-002,  2.57482941E-001,  7.11518753E-003,  1.12845251E+002,  3.34189726E+002
-2.32307384E-002,  2.59849555E-001,  7.09056795E-003,  1.23998723E+002,  1.85216581E+002
-2.35926918E-002,  2.61841205E-001,  7.07230846E-003,  1.44546356E+002,  3.27211688E+002
-2.38970653E-002,  2.63513634E-001,  7.05813772E-003,  1.57537631E+002,  3.92476239E+002
-2.41525342E-002,  2.64915821E-001,  7.04702576E-003,  1.70445327E+002,  3.70862506E+002
-2.43665569E-002,  2.66089537E-001,  7.03823648E-003,  1.83022239E+002,  3.66070802E+002
-2.45455577E-002,  2.67070545E-001,  7.03123304E-003,  1.92950840E+002,  3.69501880E+002
-2.46950435E-002,  2.67889372E-001,  7.02561779E-003,  2.00234601E+002,  3.60825517E+002
-2.48197120E-002,  2.68571977E-001,  7.02109207E-003,  2.06619993E+002,  3.62852347E+002
-2.49235570E-002,  2.69140378E-001,  7.01742857E-003,  2.11322335E+002,  3.43946097E+002
-2.50099587E-002,  2.69613176E-001,  7.01445243E-003,  2.13503613E+002,  3.25069332E+002
-2.50817747E-002,  2.70006075E-001,  7.01202754E-003,  2.12252018E+002,  2.97842242E+002
-2.51414100E-002,  2.70332278E-001,  7.01004709E-003,  2.06822407E+002,  2.45354329E+002
-2.51908872E-002,  2.70602877E-001,  7.00842653E-003,  1.95711649E+002,  1.78509119E+002
-2.52319057E-002,  2.70827189E-001,  7.00709836E-003,  1.76640215E+002,  1.79884096E+002
-2.52658842E-002,  2.71012984E-001,  7.00600857E-003,  1.47490171E+002,  1.93043995E+002
-2.52940125E-002,  2.71166778E-001,  7.00511352E-003,  1.04809708E+002,  1.62711889E+002
-2.53172823E-002,  2.71294000E-001,  7.00437789E-003,  4.32447193E+001,  1.06861868E+002
-2.53365233E-002,  2.71399189E-001,  7.00377292E-003, -4.81496643E+001,  2.45580708E+001
-2.53524212E-002,  2.71486099E-001,  7.00327529E-003, -2.00037470E+002, -9.65280416E+001
-2.53655530E-002,  2.71557884E-001,  7.00286577E-003, -4.42605018E+002, -3.14501658E+002
-2.53763913E-002,  2.71617136E-001,  7.00252914E-003, -1.46505646E+003, -7.44871722E+002
-5.72821618E-003,  1.64900535E-001,  9.88837820E-003,  6.53452680E+001, -8.10364115E+001
-5.72868650E-003,  1.64910511E-001,  9.88921605E-003,  6.53428620E+001, -8.10308613E+001
-5.72928955E-003,  1.64923296E-001,  9.89028960E-003,  6.53580523E+001, -8.10114428E+001
-5.73006244E-003,  1.64939681E-001,  9.89166549E-003,  6.54035295E+001, -8.09748661E+001
-5.73105303E-003,  1.64960680E-001,  9.89342889E-003,  6.54399260E+001, -8.09472545E+001
-5.73232264E-003,  1.64987591E-001,  9.89568898E-003,  6.55889930E+001, -8.08717862E+001
-5.73394994E-003,  1.65022079E-001,  9.89858572E-003,  6.57350728E+001, -8.08211410E+001
-5.73603574E-003,  1.65066278E-001,  9.90229855E-003,  6.58402021E+001, -8.08087480E+001
-5.73870936E-003,  1.65122921E-001,  9.90705758E-003,  6.59165075E+001, -8.08128136E+001
-5.74213661E-003,  1.65195513E-001,  9.91315789E-003,  6.60070873E+001, -8.08024390E+001
-5.74653022E-003,  1.65288544E-001,  9.92097802E-003,  6.61575681E+001, -8.07540979E+001
-5.75216306E-003,  1.65407768E-001,  9.93100368E-003,  6.64564498E+001, -8.06588736E+001
-5.75937044E-003,  1.65560570E-001,  9.94384245E-003,  6.70623732E+001, -8.05001774E+001
-5.76853042E-003,  1.65756413E-001,  9.96021929E-003,  6.80132063E+001, -8.02522181E+001
-5.78013831E-003,  1.66007426E-001,  9.98107569E-003,  6.91949919E+001, -7.99611625E+001
-5.79479897E-003,  1.66329158E-001,  1.00075880E-002,  7.00147901E+001, -7.98450924E+001
-5.81323412E-003,  1.66741548E-001,  1.00412081E-002,  7.00646551E+001, -8.01068078E+001
