Ref Des,Manufacturer,Part Number,Part Type,Part Description,Activation Energy (Ea),Applied Current (A),Applied Duty Cycle (%),Applied Freq (MHz),Applied Power (W),Applied Ripple (mA),Applied Voltage (V),Ball Chan Width,Ball Count,Ball Diameter,Ball Height,Ball Island Cols,Ball Island Rows,Ball Material,Ball Modeling,Ball Package Diameter,Ball Pad Diameter,Ball Pattern,Ball Perimeter Cols,Ball Perimeter Rows,Ball Pitch,Ball Units,Board Side,Capacitance (uF),Confidence Bounds (%),Corner Face,Corner Radius,Corner Shape,Die Length,Die Material,Die Thickness,Die Units,Die Width,Documents,Failure Class,Failure Mechanism,Flag Length,Flag Thickness,Flag Units,Flag Width,Frequency Exponent,Input Data Type,Laminate Thickness,Lead Bend (degrees),Lead Bend Package Radius,Lead Bend Radius,Lead Count,Lead Foot Length,Lead Frame Percentage,Lead Geometry,Lead Height,Lead Hole Diameter,Lead Layout,Lead Long Count,Lead Material,Lead Pitch,Lead Short Count,Lead Shoulder,Lead Standoff,Lead Stiffness,Lead Thickness,Lead Units,Lead Width,Lifetime,Location Units,Material,Max Rated Current (A),Max Rated Power (W),Max Rated Temp (C),Max Rated Voltage (V),Max Storage Temp (C),Min Rated Temp (C),Min Storage Temp (C),Mirrored,Model Leads,Model Part,Notes,Number of Devices,Number of Failures,Overmold Material,Overmold Thickness,Package Length,Package Mount,Package Name,Package Thickness,Package Type,Package Units,Package Width,Pad Length,Pad Pitch,Pad Units,Pad Width,Part Technology,Part Temp Rise,Process Node,Rated Ripple (mA),Reliability Data Source,Reliability Metric,Reliability Metric Units,Resistance (ohm),Ripple Temp Rise,Rjb (C/W),Rjc (C/W),Rotation,Sink Length,Sink Thickness,Sink Width,Solder Material,Solder Model,Solder Thickness,Source of AF,Stencil Thickness,Stencil Units,Subcircuit Name(s),Test Duration (hrs),Test Duty Cycle (%),Test Frequency (MHz),Test Method,Test Temperature (C),Test Voltage (V),Thermal Units,Voltage Exponent,Weight (gram),X Coordinate,X Offset,Y Coordinate,Y Offset
R52,,RC1206JR-070RL,RESISTOR,"Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,90,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,-0.375,0,-2.1,0
R53,,RC1206JR-070RL,RESISTOR,"Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,90,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,-0.125,0,-2.1,0
R54,,RC1206JR-070RL,RESISTOR,"Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,90,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,0.125,0,-2.1,0
R55,,RC1206JR-070RL,RESISTOR,"Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,90,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,0.375,0,-2.1,0
R56,,RC1206JR-070RL,RESISTOR,"Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,90,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,0.625,0,-2.1,0
R57,,RC1206JR-070RL,RESISTOR,"Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,90,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,0.875,0,-2.1,0
R58,,RC1206JR-070RL,RESISTOR,"Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,90,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,1.125,0,-2.1,0
R59,,RC1206JR-070RL,RESISTOR,"Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,90,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,1.375,0,-2.1,0
R60,,RC1206JR-070RL,RESISTOR,"Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,90,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,1.625,0,-2.1,0
R61,,RC1206JR-070RL,RESISTOR,"Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,90,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,-1.625,0,-1.95,0
R62,,RC1206JR-070RL,RESISTOR,"Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,90,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,-1.375,0,-1.95,0
R63,,RC1206JR-070RL,RESISTOR,"Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,90,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,-1.125,0,-1.95,0
R64,,RC1206JR-070RL,RESISTOR,"Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,90,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,-0.875,0,-1.95,0
R65,,RC1206JR-070RL,RESISTOR,"Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,90,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,-0.625,0,-1.95,0
R66,,RC1206JR-070RL,RESISTOR,"Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,90,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,-0.375,0,-1.95,0
R67,,RC1206JR-070RL,RESISTOR,"Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,90,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,-0.125,0,-1.95,0
R68,,RC1206JR-070RL,RESISTOR,"Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,90,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,0.125,0,-1.95,0
R69,,RC1206JR-070RL,RESISTOR,"Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,90,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,0.375,0,-1.95,0
R70,,RC1206JR-070RL,RESISTOR,"Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,90,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,0.625,0,-1.95,0
R71,,RC1206JR-070RL,RESISTOR,"Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,90,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,0.875,0,-1.95,0
R72,,RC1206JR-070RL,RESISTOR,"Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,90,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,1.125,0,-1.95,0
R73,,RC1206JR-070RL,RESISTOR,"Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,90,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,1.375,0,-1.95,0
R74,,RC1206JR-070RL,RESISTOR,"Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,BOTTOM,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,90,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,1.625,0,-1.95,0
R75,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.1,0,1.65,0
R76,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.1,0,1.4,0
R77,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.1,0,1.15,0
R78,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.1,0,0.9,0
R79,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.1,0,0.65,0
R80,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.1,0,0.4,0
R81,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.1,0,0.15,0
R82,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.1,0,-0.1,0
R83,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.1,0,-0.35,0
R84,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.1,0,-0.6,0
R85,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.1,0,-0.85,0
R86,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.1,0,-1.1,0
R87,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.1,0,-1.35,0
R88,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.1,0,-1.6,0
R89,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.25,0,1.65,0
R90,,RC1206JR-070RL,RESISTOR,"'Res,0 OHM,1/8W, 5%,1206,RoHS",,,,,,,,,,,,,,,DISABLED,,,,,,,,TOP,,,TOP_BOTTOM,0,SQUARE,,,,,,,"RES, FIXED, GENERAL",,,,,,,,,,,,2,,,LEADLESS,,,,,,,,,,,,,,,in,ALUMINA,,,70.0,,,0.0,,N,DISABLED,ENABLED,,0,0,,,3.2,SMT,1206,0.6,CC,mm,1.6,0.64,3.20,mm,1.60,,DEFAULT,,,,,,,,,,0,,,,DEFAULT,CC MODEL,0.0635,,,MM,,0,,,BLACK BOX,,,C,,1.121e-2,3.25,0,1.4,0
