[Name]
mode1

[Parameters]
Frequency = 1152.13 [Hz]
Maximum Displacement = 0.00128982673254976 [m] 

[Spatial Fields]
Initial X, Initial Y, Initial Z

[Data]
Initial X [ m ], Initial Y [ m ], Initial Z [ m ], meshdisptot x [ m ], meshdisptot y [ m ], meshdisptot z [ m ]
0.232,0.0216,0.0358,-3.89E-05,0.00022,-0.000202
0.235,0.0219,0.0354,-4.75E-05,0.000259,-0.000238
0.238,0.0221,0.035,-5.65E-05,0.0003,-0.000277
0.24,0.0224,0.0345,-6.73E-05,0.000342,-0.000316
0.243,0.0227,0.0339,-7.95E-05,0.000384,-0.000356
0.177,-0.0201,0.00057,0,0,0
0.181,-0.0202,0.000661,1.83E-06,-6.69E-07,2.16E-06
0.184,-0.0203,0.000809,3.07E-06,-3.94E-07,2.98E-06
0.188,-0.0205,0.00104,4.82E-06,5.13E-06,-1.87E-06
0.192,-0.0207,0.00132,7.64E-06,1.69E-05,-1.37E-05
0.195,-0.021,0.0016,1.13E-05,3.45E-05,-3.20E-05
0.199,-0.0212,0.00187,1.53E-05,5.71E-05,-5.60E-05
0.203,-0.0214,0.00212,2.01E-05,8.51E-05,-8.66E-05
0.206,-0.0218,0.00242,2.70E-05,0.00012,-0.000125
0.21,-0.0222,0.00274,3.51E-05,0.00016,-0.000172
0.214,-0.0224,0.00303,4.13E-05,0.000204,-0.000223
0.218,-0.0225,0.00328,4.68E-05,0.000253,-0.000281
0.221,-0.0228,0.00349,5.39E-05,0.000306,-0.000345
0.225,-0.0231,0.00376,6.22E-05,0.000363,-0.000416
0.229,-0.0232,0.00415,7.06E-05,0.000423,-0.000491
0.232,-0.0232,0.00457,7.93E-05,0.000485,-0.00057
0.236,-0.0233,0.00495,8.77E-05,0.000548,-0.000653
0.24,-0.0234,0.00522,9.53E-05,0.000615,-0.000739
0.243,-0.0236,0.00549,0.000105,0.00068,-0.000826
0.247,-0.0239,0.00595,0.00012,0.000741,-0.000911
0.251,-0.0243,0.00655,0.000139,0.000798,-0.000993
0.177,-0.0194,0.00101,0,0,0
0.181,-0.0195,0.0011,1.70E-06,-5.74E-07,1.82E-06
0.184,-0.0196,0.00125,2.76E-06,1.86E-07,1.95E-06
0.188,-0.0198,0.00148,4.23E-06,6.07E-06,-3.41E-06
0.192,-0.02,0.00176,6.71E-06,1.80E-05,-1.54E-05
0.195,-0.0202,0.00204,1.00E-05,3.56E-05,-3.37E-05
0.199,-0.0204,0.0023,1.38E-05,5.83E-05,-5.77E-05
0.203,-0.0207,0.00255,1.82E-05,8.64E-05,-8.83E-05
0.207,-0.0211,0.00285,2.47E-05,0.000121,-0.000127
0.21,-0.0215,0.00316,3.25E-05,0.000161,-0.000172
0.214,-0.0216,0.00345,3.84E-05,0.000205,-0.000223
0.218,-0.0218,0.0037,4.37E-05,0.000253,-0.00028
0.221,-0.0221,0.00391,5.07E-05,0.000305,-0.000343
0.225,-0.0223,0.00418,5.89E-05,0.000362,-0.000413
0.229,-0.0224,0.00457,6.71E-05,0.000421,-0.000487
0.232,-0.0225,0.00498,7.54E-05,0.000482,-0.000566
0.236,-0.0225,0.00534,8.35E-05,0.000545,-0.000647
0.24,-0.0227,0.00561,9.07E-05,0.000611,-0.000732
0.243,-0.0229,0.00587,9.98E-05,0.000676,-0.000817
0.247,-0.0232,0.00632,0.000115,0.000736,-0.000901
0.251,-0.0235,0.00692,0.000133,0.000793,-0.000982
0.177,-0.0183,0.00167,0,0,0
0.181,-0.0184,0.00177,1.46E-06,-3.85E-07,1.31E-06
0.185,-0.0185,0.00192,2.22E-06,1.04E-06,5.43E-07
0.188,-0.0187,0.00215,3.31E-06,7.42E-06,-5.48E-06
0.192,-0.0189,0.00243,5.33E-06,1.96E-05,-1.77E-05
0.196,-0.0191,0.00271,8.20E-06,3.73E-05,-3.60E-05
0.199,-0.0194,0.00297,1.15E-05,6.00E-05,-6.01E-05
0.203,-0.0196,0.00321,1.54E-05,8.81E-05,-9.05E-05
0.207,-0.02,0.00349,2.14E-05,0.000122,-0.000128
0.21,-0.0204,0.00381,2.87E-05,0.000161,-0.000173
0.214,-0.0205,0.00409,3.43E-05,0.000205,-0.000223
0.218,-0.0207,0.00434,3.93E-05,0.000252,-0.000279
0.221,-0.021,0.00454,4.60E-05,0.000304,-0.000341
0.225,-0.0212,0.00482,5.39E-05,0.00036,-0.000409
0.229,-0.0213,0.0052,6.19E-05,0.000418,-0.000482
0.232,-0.0214,0.0056,6.98E-05,0.000478,-0.000558
0.236,-0.0214,0.00595,7.73E-05,0.00054,-0.000638
0.24,-0.0215,0.00619,8.41E-05,0.000604,-0.00072
0.243,-0.0217,0.00645,9.28E-05,0.000668,-0.000804
0.247,-0.022,0.00689,0.000107,0.000728,-0.000886
0.251,-0.0224,0.00747,0.000125,0.000784,-0.000966
0.178,-0.0166,0.00269,0,0,0
0.181,-0.0167,0.00279,9.99E-07,-6.09E-08,6.52E-07
0.185,-0.0169,0.00295,1.31E-06,2.23E-06,-1.24E-06
0.189,-0.0171,0.00317,1.90E-06,9.29E-06,-8.10E-06
0.192,-0.0173,0.00345,3.34E-06,2.18E-05,-2.07E-05
0.196,-0.0175,0.00373,5.59E-06,3.96E-05,-3.90E-05
0.2,-0.0177,0.00398,8.21E-06,6.24E-05,-6.30E-05
0.203,-0.018,0.0042,1.14E-05,9.04E-05,-9.31E-05
0.207,-0.0184,0.00447,1.67E-05,0.000124,-0.00013
0.21,-0.0187,0.00478,2.33E-05,0.000162,-0.000173
0.214,-0.0189,0.00506,2.85E-05,0.000205,-0.000222
0.218,-0.0191,0.0053,3.30E-05,0.000251,-0.000276
0.221,-0.0193,0.0055,3.93E-05,0.000302,-0.000337
0.225,-0.0196,0.00577,4.66E-05,0.000356,-0.000403
0.229,-0.0197,0.00614,5.40E-05,0.000413,-0.000473
0.232,-0.0197,0.00653,6.14E-05,0.000472,-0.000547
0.236,-0.0197,0.00686,6.83E-05,0.000532,-0.000624
0.24,-0.0199,0.00709,7.47E-05,0.000595,-0.000703
0.243,-0.0201,0.00734,8.29E-05,0.000657,-0.000783
0.247,-0.0203,0.00776,9.65E-05,0.000715,-0.000863
0.251,-0.0207,0.00832,0.000114,0.000771,-0.000941
0.178,-0.0142,0.00429,0,0,0
0.182,-0.0143,0.00439,1.94E-07,4.43E-07,-1.30E-07
0.185,-0.0145,0.00454,-1.68E-07,3.83E-06,-3.31E-06
0.189,-0.0147,0.00476,-1.94E-07,1.18E-05,-1.11E-05
0.193,-0.0149,0.00503,5.42E-07,2.47E-05,-2.42E-05
0.196,-0.0151,0.00529,1.94E-06,4.26E-05,-4.25E-05
0.2,-0.0153,0.00552,3.72E-06,6.54E-05,-6.62E-05
0.204,-0.0156,0.00573,6.17E-06,9.30E-05,-9.56E-05
0.207,-0.0159,0.00599,1.05E-05,0.000126,-0.000131
0.211,-0.0163,0.00627,1.59E-05,0.000163,-0.000172
0.214,-0.0165,0.00654,2.03E-05,0.000204,-0.000219
0.218,-0.0166,0.00677,2.42E-05,0.000249,-0.000271
0.222,-0.0169,0.00695,2.96E-05,0.000298,-0.000329
0.225,-0.0171,0.00719,3.60E-05,0.000351,-0.000392
0.229,-0.0172,0.00755,4.26E-05,0.000405,-0.000459
0.232,-0.0172,0.00792,4.92E-05,0.000462,-0.000529
0.236,-0.0172,0.00823,5.54E-05,0.00052,-0.000602
0.24,-0.0173,0.00846,6.12E-05,0.00058,-0.000677
0.243,-0.0175,0.00869,6.88E-05,0.00064,-0.000754
0.247,-0.0178,0.00908,8.11E-05,0.000697,-0.00083
0.25,-0.0181,0.0096,9.66E-05,0.000751,-0.000905
0.179,-0.0107,0.00667,0,0,0
0.183,-0.0109,0.00678,-9.96E-07,1.10E-06,-9.00E-07
0.186,-0.011,0.00693,-2.28E-06,5.68E-06,-5.26E-06
0.19,-0.0112,0.00714,-3.15E-06,1.46E-05,-1.40E-05
0.193,-0.0114,0.00738,-3.39E-06,2.80E-05,-2.73E-05
0.197,-0.0117,0.00762,-3.06E-06,4.60E-05,-4.55E-05
0.2,-0.0119,0.00783,-2.25E-06,6.84E-05,-6.86E-05
0.204,-0.0121,0.00803,-7.14E-07,9.54E-05,-9.67E-05
0.208,-0.0124,0.00824,2.28E-06,0.000127,-0.00013
0.211,-0.0128,0.00849,6.18E-06,0.000162,-0.000169
0.215,-0.0129,0.00873,9.38E-06,0.000201,-0.000213
0.218,-0.0131,0.00893,1.24E-05,0.000245,-0.000261
0.222,-0.0133,0.00909,1.65E-05,0.000291,-0.000316
0.225,-0.0135,0.00931,2.17E-05,0.000341,-0.000375
0.229,-0.0136,0.00964,2.73E-05,0.000393,-0.000437
0.232,-0.0136,0.00998,3.28E-05,0.000446,-0.000502
0.236,-0.0136,0.0103,3.76E-05,0.000502,-0.00057
0.24,-0.0137,0.0104,4.21E-05,0.000558,-0.000639
0.243,-0.0139,0.0106,4.82E-05,0.000615,-0.000711
0.247,-0.0141,0.011,5.87E-05,0.00067,-0.000782
0.25,-0.0144,0.0114,7.20E-05,0.000722,-0.000853
0.18,-0.00731,0.00919,0,0,0
0.183,-0.00748,0.0093,-2.00E-06,1.62E-06,-1.35E-06
0.187,-0.00767,0.00945,-4.05E-06,6.97E-06,-6.28E-06
0.19,-0.00787,0.00965,-5.56E-06,1.64E-05,-1.53E-05
0.194,-0.00807,0.00986,-6.57E-06,3.00E-05,-2.86E-05
0.197,-0.00826,0.0101,-7.16E-06,4.79E-05,-4.62E-05
0.201,-0.00846,0.0102,-7.29E-06,6.98E-05,-6.84E-05
0.204,-0.0087,0.0104,-6.70E-06,9.59E-05,-9.51E-05
0.208,-0.00899,0.0106,-4.95E-06,0.000126,-0.000127
0.211,-0.00926,0.0108,-2.50E-06,0.00016,-0.000163
0.215,-0.00941,0.011,-4.78E-07,0.000197,-0.000204
0.218,-0.00954,0.0111,1.62E-06,0.000238,-0.00025
0.222,-0.00978,0.0113,4.85E-06,0.000283,-0.0003
0.225,-0.00998,0.0115,8.89E-06,0.00033,-0.000355
0.229,-0.01,0.0118,1.31E-05,0.000379,-0.000413
0.232,-0.01,0.0121,1.71E-05,0.00043,-0.000474
0.236,-0.01,0.0123,2.07E-05,0.000482,-0.000537
0.239,-0.0101,0.0124,2.41E-05,0.000536,-0.000602
0.243,-0.0102,0.0126,2.90E-05,0.000591,-0.000669
0.246,-0.0104,0.0129,3.76E-05,0.000643,-0.000736
0.25,-0.0107,0.0133,4.86E-05,0.000694,-0.000804
0.181,-0.00407,0.0119,0,0,0
0.184,-0.00419,0.0119,-2.79E-06,2.02E-06,-1.59E-06
0.188,-0.00435,0.012,-5.55E-06,7.81E-06,-6.65E-06
0.191,-0.00455,0.0122,-7.59E-06,1.75E-05,-1.56E-05
0.194,-0.00474,0.0124,-9.19E-06,3.10E-05,-2.84E-05
0.198,-0.0049,0.0126,-1.06E-05,4.85E-05,-4.52E-05
0.201,-0.00508,0.0127,-1.16E-05,6.98E-05,-6.61E-05
0.205,-0.00531,0.0128,-1.19E-05,9.48E-05,-9.13E-05
0.208,-0.00557,0.0129,-1.13E-05,0.000123,-0.000121
0.212,-0.00581,0.0131,-1.01E-05,0.000156,-0.000155
0.215,-0.00594,0.0133,-9.09E-06,0.000191,-0.000193
0.219,-0.00607,0.0134,-7.89E-06,0.00023,-0.000236
0.222,-0.00628,0.0135,-5.84E-06,0.000272,-0.000283
0.225,-0.00644,0.0137,-3.14E-06,0.000317,-0.000334
0.229,-0.00646,0.0139,-2.09E-07,0.000364,-0.000388
0.232,-0.00642,0.0142,2.53E-06,0.000412,-0.000444
0.236,-0.0064,0.0144,4.91E-06,0.000462,-0.000503
0.239,-0.00644,0.0145,7.21E-06,0.000514,-0.000565
0.243,-0.00655,0.0146,1.08E-05,0.000566,-0.000628
0.246,-0.00671,0.0148,1.73E-05,0.000616,-0.000691
0.249,-0.00691,0.0151,2.59E-05,0.000666,-0.000755
0.181,-0.000781,0.0146,0,0,0
0.185,-0.000979,0.0147,-3.21E-06,2.28E-06,-1.63E-06
0.188,-0.00116,0.0148,-6.46E-06,8.19E-06,-6.46E-06
0.192,-0.00132,0.0149,-9.15E-06,1.78E-05,-1.49E-05
0.195,-0.00147,0.0151,-1.15E-05,3.10E-05,-2.69E-05
0.198,-0.00161,0.0152,-1.35E-05,4.78E-05,-4.26E-05
0.202,-0.00177,0.0153,-1.52E-05,6.82E-05,-6.21E-05
0.205,-0.00195,0.0153,-1.67E-05,9.22E-05,-8.56E-05
0.208,-0.00216,0.0154,-1.76E-05,0.00012,-0.000113
0.212,-0.00235,0.0154,-1.77E-05,0.00015,-0.000145
0.215,-0.00247,0.0156,-1.75E-05,0.000184,-0.00018
0.219,-0.0026,0.0157,-1.69E-05,0.000221,-0.00022
0.222,-0.00279,0.0158,-1.58E-05,0.000261,-0.000264
0.225,-0.00292,0.0159,-1.44E-05,0.000303,-0.000311
0.229,-0.00291,0.0161,-1.29E-05,0.000347,-0.000362
0.232,-0.00284,0.0163,-1.16E-05,0.000393,-0.000414
0.236,-0.00281,0.0164,-1.04E-05,0.000441,-0.000469
0.239,-0.00283,0.0165,-9.03E-06,0.00049,-0.000527
0.242,-0.00292,0.0166,-6.52E-06,0.00054,-0.000586
0.246,-0.00306,0.0168,-1.88E-06,0.000589,-0.000646
0.249,-0.00321,0.017,4.25E-06,0.000638,-0.000707
0.182,0.00221,0.0175,0,0,0
0.186,0.00206,0.0176,-3.52E-06,2.53E-06,-1.51E-06
0.189,0.00192,0.0177,-7.04E-06,8.38E-06,-5.94E-06
0.192,0.00178,0.0177,-1.01E-05,1.77E-05,-1.36E-05
0.196,0.00167,0.0178,-1.28E-05,3.03E-05,-2.46E-05
0.199,0.00157,0.0179,-1.54E-05,4.62E-05,-3.89E-05
0.202,0.00145,0.0179,-1.79E-05,6.55E-05,-5.68E-05
0.205,0.00131,0.0179,-2.02E-05,8.82E-05,-7.85E-05
0.209,0.00115,0.0179,-2.21E-05,0.000114,-0.000104
0.212,0.00101,0.0179,-2.34E-05,0.000143,-0.000133
0.215,0.000929,0.018,-2.45E-05,0.000175,-0.000166
0.219,0.000846,0.0181,-2.51E-05,0.00021,-0.000203
0.222,0.000696,0.0181,-2.53E-05,0.000248,-0.000244
0.225,0.000602,0.0181,-2.53E-05,0.000288,-0.000288
0.229,0.000645,0.0183,-2.52E-05,0.00033,-0.000334
0.232,0.000728,0.0185,-2.50E-05,0.000374,-0.000383
0.235,0.000775,0.0186,-2.49E-05,0.00042,-0.000435
0.239,0.000762,0.0186,-2.45E-05,0.000467,-0.000489
0.242,0.000699,0.0186,-2.33E-05,0.000515,-0.000545
0.245,0.00061,0.0187,-2.09E-05,0.000563,-0.000602
0.248,0.000512,0.0188,-1.74E-05,0.00061,-0.000659
0.183,0.00498,0.0208,0,0,0
0.186,0.00487,0.0208,-3.36E-06,2.49E-06,-1.17E-06
0.19,0.00478,0.0208,-6.75E-06,7.93E-06,-4.96E-06
0.193,0.00472,0.0208,-9.85E-06,1.65E-05,-1.17E-05
0.196,0.00467,0.0208,-1.29E-05,2.82E-05,-2.13E-05
0.199,0.00463,0.0208,-1.59E-05,4.29E-05,-3.40E-05
0.203,0.00456,0.0208,-1.89E-05,6.09E-05,-5.02E-05
0.206,0.00445,0.0207,-2.18E-05,8.21E-05,-6.98E-05
0.209,0.00435,0.0206,-2.45E-05,0.000106,-9.31E-05
0.212,0.00428,0.0205,-2.71E-05,0.000134,-0.00012
0.216,0.00426,0.0205,-2.94E-05,0.000164,-0.00015
0.219,0.00422,0.0205,-3.14E-05,0.000197,-0.000184
0.222,0.00412,0.0205,-3.32E-05,0.000233,-0.000222
0.225,0.00407,0.0205,-3.47E-05,0.000271,-0.000263
0.228,0.00416,0.0206,-3.62E-05,0.000312,-0.000306
0.232,0.00428,0.0207,-3.77E-05,0.000353,-0.000351
0.235,0.00436,0.0207,-3.91E-05,0.000397,-0.0004
0.238,0.00437,0.0207,-3.99E-05,0.000443,-0.000451
0.241,0.00432,0.0207,-3.98E-05,0.000489,-0.000504
0.245,0.00425,0.0207,-3.87E-05,0.000535,-0.000557
0.248,0.00417,0.0207,-3.70E-05,0.000581,-0.000611
0.184,0.00746,0.0242,0,0,0
0.187,0.00741,0.0242,-2.70E-06,2.04E-06,-6.68E-07
0.19,0.00739,0.0241,-5.58E-06,6.65E-06,-3.61E-06
0.193,0.00741,0.024,-8.45E-06,1.41E-05,-9.04E-06
0.197,0.00745,0.024,-1.14E-05,2.43E-05,-1.71E-05
0.2,0.00746,0.0239,-1.43E-05,3.75E-05,-2.81E-05
0.203,0.00744,0.0238,-1.75E-05,5.38E-05,-4.23E-05
0.206,0.00741,0.0236,-2.10E-05,7.34E-05,-5.99E-05
0.209,0.00738,0.0235,-2.46E-05,9.61E-05,-8.08E-05
0.212,0.00738,0.0233,-2.81E-05,0.000122,-0.000105
0.216,0.00741,0.0233,-3.13E-05,0.00015,-0.000133
0.219,0.00742,0.0232,-3.43E-05,0.000181,-0.000164
0.222,0.00738,0.0231,-3.73E-05,0.000216,-0.000199
0.225,0.0074,0.023,-4.05E-05,0.000252,-0.000237
0.228,0.00756,0.023,-4.38E-05,0.000291,-0.000277
0.231,0.00773,0.023,-4.72E-05,0.000331,-0.000319
0.235,0.00785,0.023,-5.03E-05,0.000373,-0.000364
0.238,0.00791,0.0229,-5.28E-05,0.000417,-0.000412
0.241,0.00792,0.0228,-5.48E-05,0.000462,-0.000462
0.244,0.00794,0.0227,-5.71E-05,0.000507,-0.000512
0.247,0.00797,0.0226,-5.95E-05,0.000553,-0.000563
0.184,0.00962,0.0279,0,0,0
0.188,0.00967,0.0278,-1.62E-06,1.26E-06,-1.71E-07
0.191,0.00976,0.0276,-3.63E-06,4.58E-06,-2.10E-06
0.194,0.00989,0.0275,-5.93E-06,1.03E-05,-6.05E-06
0.197,0.01,0.0274,-8.50E-06,1.87E-05,-1.24E-05
0.2,0.0101,0.0272,-1.13E-05,2.99E-05,-2.15E-05
0.203,0.0101,0.027,-1.45E-05,4.43E-05,-3.36E-05
0.206,0.0102,0.0268,-1.81E-05,6.20E-05,-4.89E-05
0.209,0.0102,0.0265,-2.21E-05,8.28E-05,-6.75E-05
0.212,0.0103,0.0263,-2.60E-05,0.000106,-8.93E-05
0.216,0.0104,0.0262,-3.00E-05,0.000133,-0.000114
0.219,0.0105,0.026,-3.40E-05,0.000162,-0.000143
0.222,0.0105,0.0258,-3.82E-05,0.000195,-0.000175
0.225,0.0106,0.0256,-4.27E-05,0.00023,-0.00021
0.228,0.0108,0.0256,-4.75E-05,0.000266,-0.000247
0.231,0.011,0.0255,-5.26E-05,0.000305,-0.000286
0.234,0.0112,0.0254,-5.75E-05,0.000346,-0.000328
0.237,0.0113,0.0252,-6.17E-05,0.000389,-0.000374
0.24,0.0114,0.025,-6.55E-05,0.000432,-0.000421
0.243,0.0114,0.0248,-6.96E-05,0.000477,-0.000468
0.247,0.0115,0.0246,-7.39E-05,0.000522,-0.000516
0.185,0.0115,0.0317,0,0,0
0.188,0.0117,0.0315,-1.53E-07,1.68E-07,2.08E-07
0.191,0.0119,0.0313,-9.51E-07,1.67E-06,-5.84E-07
0.194,0.0121,0.0311,-2.34E-06,5.22E-06,-2.95E-06
0.197,0.0123,0.0309,-4.28E-06,1.13E-05,-7.42E-06
0.2,0.0125,0.0307,-6.71E-06,2.02E-05,-1.44E-05
0.203,0.0126,0.0304,-9.68E-06,3.24E-05,-2.44E-05
0.206,0.0128,0.0301,-1.32E-05,4.80E-05,-3.75E-05
0.209,0.0129,0.0297,-1.73E-05,6.68E-05,-5.36E-05
0.212,0.0131,0.0295,-2.16E-05,8.84E-05,-7.28E-05
0.215,0.0132,0.0293,-2.61E-05,0.000113,-9.52E-05
0.218,0.0133,0.029,-3.06E-05,0.000141,-0.000121
0.222,0.0134,0.0287,-3.56E-05,0.000171,-0.00015
0.225,0.0136,0.0285,-4.09E-05,0.000204,-0.000182
0.228,0.0139,0.0284,-4.68E-05,0.000239,-0.000216
0.231,0.0141,0.0282,-5.32E-05,0.000276,-0.000253
0.234,0.0144,0.028,-5.98E-05,0.000316,-0.000293
0.237,0.0145,0.0277,-6.60E-05,0.000358,-0.000335
0.24,0.0147,0.0275,-7.18E-05,0.0004,-0.000379
0.243,0.0148,0.0272,-7.81E-05,0.000444,-0.000424
0.246,0.0149,0.0269,-8.48E-05,0.000488,-0.00047
0.186,0.0129,0.0357,0,0,0
0.189,0.0133,0.0354,1.54E-06,-1.23E-06,4.08E-07
0.192,0.0136,0.0351,2.16E-06,-2.26E-06,8.86E-07
0.195,0.014,0.0348,1.90E-06,-1.58E-06,3.16E-07
0.198,0.0144,0.0346,8.67E-07,1.63E-06,-2.12E-06
0.201,0.0147,0.0343,-8.34E-07,7.89E-06,-7.05E-06
0.203,0.0149,0.0339,-3.27E-06,1.76E-05,-1.48E-05
0.206,0.0151,0.0335,-6.48E-06,3.10E-05,-2.56E-05
0.209,0.0153,0.0331,-1.03E-05,4.75E-05,-3.92E-05
0.212,0.0156,0.0328,-1.46E-05,6.70E-05,-5.58E-05
0.215,0.0158,0.0325,-1.91E-05,8.95E-05,-7.56E-05
0.218,0.016,0.0322,-2.40E-05,0.000115,-9.89E-05
0.221,0.0162,0.0318,-2.97E-05,0.000144,-0.000125
0.224,0.0164,0.0315,-3.59E-05,0.000176,-0.000155
0.227,0.0168,0.0313,-4.28E-05,0.000209,-0.000186
0.23,0.0171,0.031,-5.02E-05,0.000245,-0.00022
0.233,0.0174,0.0308,-5.79E-05,0.000283,-0.000257
0.236,0.0176,0.0304,-6.52E-05,0.000323,-0.000297
0.239,0.0178,0.0301,-7.26E-05,0.000365,-0.000339
0.242,0.018,0.0297,-8.11E-05,0.000408,-0.000381
0.245,0.0182,0.0293,-9.04E-05,0.000451,-0.000424
0.186,0.0137,0.0386,0,0,0
0.189,0.0142,0.0382,2.56E-06,-2.35E-06,4.62E-07
0.192,0.0147,0.0379,4.23E-06,-5.64E-06,1.85E-06
0.195,0.0152,0.0375,4.94E-06,-7.40E-06,2.54E-06
0.198,0.0156,0.0372,4.74E-06,-6.48E-06,1.54E-06
0.201,0.016,0.0369,3.69E-06,-2.27E-06,-1.84E-06
0.204,0.0163,0.0364,1.80E-06,5.67E-06,-8.05E-06
0.206,0.0166,0.036,-9.11E-07,1.74E-05,-1.72E-05
0.209,0.0169,0.0355,-4.33E-06,3.23E-05,-2.92E-05
0.212,0.0172,0.0352,-8.35E-06,5.03E-05,-4.41E-05
0.215,0.0175,0.0348,-1.29E-05,7.14E-05,-6.21E-05
0.218,0.0178,0.0344,-1.80E-05,9.58E-05,-8.34E-05
0.221,0.018,0.034,-2.38E-05,0.000124,-0.000108
0.224,0.0183,0.0337,-3.03E-05,0.000154,-0.000135
0.227,0.0187,0.0334,-3.75E-05,0.000186,-0.000165
0.23,0.019,0.0331,-4.55E-05,0.000221,-0.000197
0.233,0.0194,0.0328,-5.39E-05,0.000258,-0.000232
0.236,0.0196,0.0324,-6.21E-05,0.000298,-0.00027
0.238,0.0198,0.032,-7.04E-05,0.000339,-0.000311
0.241,0.0201,0.0316,-8.00E-05,0.000381,-0.000352
0.244,0.0203,0.0311,-9.06E-05,0.000425,-0.000393
0.186,0.0141,0.0405,0,0,0
0.189,0.0147,0.0401,3.00E-06,-3.19E-06,4.65E-07
0.192,0.0153,0.0397,5.38E-06,-8.25E-06,2.48E-06
0.195,0.0159,0.0393,6.82E-06,-1.18E-05,3.99E-06
0.198,0.0164,0.039,7.30E-06,-1.26E-05,3.93E-06
0.201,0.0168,0.0386,6.80E-06,-9.83E-06,1.60E-06
0.204,0.0172,0.0381,5.35E-06,-3.12E-06,-3.55E-06
0.206,0.0175,0.0376,3.03E-06,7.44E-06,-1.17E-05
0.209,0.0179,0.0372,-1.74E-08,2.13E-05,-2.26E-05
0.212,0.0182,0.0368,-3.73E-06,3.82E-05,-3.63E-05
0.215,0.0186,0.0364,-8.09E-06,5.83E-05,-5.31E-05
0.218,0.0189,0.036,-1.31E-05,8.19E-05,-7.32E-05
0.221,0.0191,0.0356,-1.89E-05,0.000109,-9.68E-05
0.224,0.0194,0.0352,-2.55E-05,0.000138,-0.000123
0.227,0.0199,0.0349,-3.31E-05,0.00017,-0.000151
0.229,0.0203,0.0345,-4.15E-05,0.000204,-0.000181
0.232,0.0206,0.0342,-5.03E-05,0.000241,-0.000215
0.235,0.0209,0.0338,-5.88E-05,0.00028,-0.000253
0.238,0.0211,0.0334,-6.75E-05,0.000321,-0.000293
0.241,0.0214,0.0329,-7.77E-05,0.000363,-0.000333
0.244,0.0217,0.0324,-8.91E-05,0.000406,-0.000373
0.187,0.0144,0.0418,0,0,0
0.189,0.015,0.0413,3.13E-06,-3.78E-06,4.23E-07
0.192,0.0157,0.0409,5.96E-06,-1.02E-05,2.88E-06
0.195,0.0163,0.0406,7.93E-06,-1.51E-05,4.92E-06
0.198,0.0168,0.0402,8.93E-06,-1.70E-05,5.47E-06
0.201,0.0174,0.0398,8.88E-06,-1.53E-05,3.83E-06
0.204,0.0178,0.0393,7.78E-06,-9.38E-06,-6.15E-07
0.206,0.0181,0.0388,5.78E-06,4.11E-07,-8.05E-06
0.209,0.0185,0.0383,3.05E-06,1.35E-05,-1.82E-05
0.212,0.0189,0.0379,-3.90E-07,2.97E-05,-3.11E-05
0.215,0.0192,0.0375,-4.59E-06,4.92E-05,-4.71E-05
0.218,0.0196,0.0371,-9.58E-06,7.23E-05,-6.65E-05
0.221,0.0199,0.0366,-1.54E-05,9.88E-05,-8.92E-05
0.224,0.0202,0.0362,-2.21E-05,0.000128,-0.000114
0.226,0.0207,0.0359,-2.97E-05,0.000159,-0.000141
0.229,0.0211,0.0355,-3.82E-05,0.000192,-0.000171
0.232,0.0215,0.0351,-4.73E-05,0.000229,-0.000205
0.235,0.0218,0.0347,-5.61E-05,0.000268,-0.000241
0.238,0.022,0.0343,-6.51E-05,0.000309,-0.000281
0.241,0.0223,0.0338,-7.57E-05,0.000351,-0.00032
0.243,0.0225,0.0333,-8.75E-05,0.000394,-0.00036
0.187,0.0145,0.0426,0,0,0
0.189,0.0152,0.0422,3.09E-06,-4.14E-06,4.17E-07
0.192,0.0159,0.0418,6.21E-06,-1.16E-05,3.16E-06
0.195,0.0165,0.0414,8.56E-06,-1.74E-05,5.54E-06
0.198,0.0171,0.041,9.96E-06,-2.01E-05,6.48E-06
0.201,0.0177,0.0406,1.02E-05,-1.90E-05,5.30E-06
0.204,0.0182,0.0401,9.40E-06,-1.37E-05,1.32E-06
0.206,0.0185,0.0395,7.64E-06,-4.43E-06,-5.67E-06
0.209,0.0189,0.0391,5.16E-06,8.13E-06,-1.54E-05
0.212,0.0193,0.0386,1.94E-06,2.38E-05,-2.78E-05
0.215,0.0197,0.0382,-2.16E-06,4.29E-05,-4.33E-05
0.218,0.02,0.0378,-7.15E-06,6.57E-05,-6.20E-05
0.221,0.0203,0.0373,-1.30E-05,9.19E-05,-8.41E-05
0.223,0.0207,0.0369,-1.97E-05,0.00012,-0.000109
0.226,0.0212,0.0365,-2.72E-05,0.000151,-0.000135
0.229,0.0216,0.0362,-3.58E-05,0.000185,-0.000164
0.232,0.022,0.0357,-4.51E-05,0.000221,-0.000197
0.235,0.0223,0.0353,-5.41E-05,0.00026,-0.000234
0.238,0.0226,0.0349,-6.33E-05,0.000301,-0.000273
0.24,0.0228,0.0344,-7.41E-05,0.000343,-0.000312
0.243,0.0231,0.0338,-8.62E-05,0.000385,-0.000352
0.177,-0.0206,0.000289,0,0,0
0.18,-0.0207,0.000393,1.82E-06,-7.36E-07,2.36E-06
0.184,-0.0208,0.000549,3.25E-06,-7.73E-07,3.72E-06
0.188,-0.021,0.000783,5.30E-06,4.52E-06,-7.63E-07
