Node Number	X Location (mm)	Y Location (mm)	Z Location (mm)	Normal Stress (MPa)
534	3.	3.	6.	0.85975
535	3.	4.	6.	0.57942
536	3.	5.	6.	0.33027
537	3.	6.	6.	0.11321
538	3.	7.	6.	-8.1338e-002
539	3.	8.	6.	-0.26686
540	3.	9.	6.	-0.45005
541	3.	1.	7.	1.2723
542	3.	2.	7.	1.0559
543	3.	3.	7.	0.79538
544	3.	4.	7.	0.5425
545	3.	5.	7.	0.31248
546	3.	6.	7.	0.10775
547	3.	7.	7.	-7.8375e-002
548	3.	8.	7.	-0.25636
549	3.	9.	7.	-0.43301
550	3.	1.	8.	1.1697
551	3.	2.	8.	0.97885
552	3.	3.	8.	0.74535
553	3.	4.	8.	0.51346
554	3.	5.	8.	0.29765
555	3.	6.	8.	0.1017
556	3.	7.	8.	-7.8625e-002
557	3.	8.	8.	-0.25122
558	3.	9.	8.	-0.42421
559	3.	1.	9.	1.0727
560	3.	2.	9.	0.89801
561	3.	3.	9.	0.68396
562	3.	4.	9.	0.46938
563	3.	5.	9.	0.26855
564	3.	6.	9.	8.5166e-002
565	3.	7.	9.	-8.4318e-002
566	3.	8.	9.	-0.24614
567	3.	9.	9.	-0.41214
568	2.	1.	1.	1.7731
569	2.	2.	1.	1.4208
570	2.	3.	1.	1.0549
571	2.	4.	1.	0.70853
572	2.	5.	1.	0.40313
573	2.	6.	1.	0.1398
574	2.	7.	1.	-9.5502e-002
575	2.	8.	1.	-0.32591
576	2.	9.	1.	-0.5827
577	2.	1.	2.	1.7508
578	2.	2.	2.	1.4064
579	2.	3.	2.	1.0516
580	2.	4.	2.	0.71276
581	2.	5.	2.	0.41046
582	2.	6.	2.	0.14619
583	2.	7.	2.	-9.2547e-002
584	2.	8.	2.	-0.32629
585	2.	9.	2.	-0.58304
586	2.	1.	3.	1.6917
587	2.	2.	3.	1.3626
588	2.	3.	3.	1.0232
589	2.	4.	3.	0.69793
590	2.	5.	3.	0.40545
591	2.	6.	3.	0.14727
592	2.	7.	3.	-8.7641e-002
593	2.	8.	3.	-0.31736
594	2.	9.	3.	-0.56569
595	2.	1.	4.	1.6021
596	2.	2.	4.	1.2938
597	2.	3.	4.	0.97557
598	2.	4.	4.	0.66909
599	2.	5.	4.	0.39144
600	2.	6.	4.	0.14419
601	2.	7.	4.	-8.2153e-002
602	2.	8.	4.	-0.30313
603	2.	9.	4.	-0.53921
604	2.	1.	5.	1.4921
605	2.	2.	5.	1.21
606	2.	3.	5.	0.91709
607	2.	4.	5.	0.6328
608	2.	5.	5.	0.37268
609	2.	6.	5.	0.13865
610	2.	7.	5.	-7.7043e-002
611	2.	8.	5.	-0.28732
612	2.	9.	5.	-0.50914
613	2.	1.	6.	1.3748
614	2.	2.	6.	1.1224
615	2.	3.	6.	0.85673
616	2.	4.	6.	0.59548
617	2.	5.	6.	0.35312
618	2.	6.	6.	0.13225
619	2.	7.	6.	-7.2856e-002
620	2.	8.	6.	-0.27235
621	2.	9.	6.	-0.4793
622	2.	1.	7.	1.2693
623	2.	2.	7.	1.0469
624	2.	3.	7.	0.80645
625	2.	4.	7.	0.56522
626	2.	5.	7.	0.33751
627	2.	6.	7.	0.12698
628	2.	7.	7.	-6.9938e-002
629	2.	8.	7.	-0.26046
630	2.	9.	7.	-0.45334
631	2.	1.	8.	1.2024
632	2.	2.	8.	1.0048
633	2.	3.	8.	0.78122
634	2.	4.	8.	0.55149
635	2.	5.	8.	0.33121
636	2.	6.	8.	0.12506
637	2.	7.	8.	-6.8741e-002
638	2.	8.	8.	-0.25448
639	2.	9.	8.	-0.43594
640	2.	1.	9.	1.227
641	2.	2.	9.	1.0379
642	2.	3.	9.	0.80956
643	2.	4.	9.	0.57352
644	2.	5.	9.	0.34588
645	2.	6.	9.	0.13193
646	2.	7.	9.	-6.9285e-002
647	2.	8.	9.	-0.26072
648	2.	9.	9.	-0.43946
649	1.	1.	1.	1.6428
650	1.	2.	1.	1.3101
651	1.	3.	1.	0.99386
652	1.	4.	1.	0.68771
653	1.	5.	1.	0.40887
654	1.	6.	1.	0.1579
655	1.	7.	1.	-7.5296e-002
656	1.	8.	1.	-0.30819
657	1.	9.	1.	-0.57686
658	1.	1.	2.	1.6155
659	1.	2.	2.	1.2943
660	1.	3.	2.	0.98733
661	1.	4.	2.	0.68786
662	1.	5.	2.	0.412
663	1.	6.	2.	0.16089
664	1.	7.	2.	-7.4189e-002
665	1.	8.	2.	-0.30856
666	1.	9.	2.	-0.57436
667	1.	1.	3.	1.5678
668	1.	2.	3.	1.2588
669	1.	3.	3.	0.96407
670	1.	4.	3.	0.67494
671	1.	5.	3.	0.40668
672	1.	6.	3.	0.16041
673	1.	7.	3.	-7.1364e-002
674	1.	8.	3.	-0.30184
675	1.	9.	3.	-0.55978
676	1.	1.	4.	1.4896
677	1.	2.	4.	1.1995
678	1.	3.	4.	0.92191
679	1.	4.	4.	0.64818
680	1.	5.	4.	0.39244
681	1.	6.	4.	0.15597
682	1.	7.	4.	-6.7508e-002
683	1.	8.	4.	-0.28908
684	1.	9.	4.	-0.53338
685	1.	1.	5.	1.3941
686	1.	2.	5.	1.1277
687	1.	3.	5.	0.87076
688	1.	4.	5.	0.61508
689	1.	5.	5.	0.37413
690	1.	6.	5.	0.14954
691	1.	7.	5.	-6.3563e-002
692	1.	8.	5.	-0.27399
693	1.	9.	5.	-0.50178
694	1.	1.	6.	1.2923
695	1.	2.	6.	1.0538
696	1.	3.	6.	0.81866
697	1.	4.	6.	0.58152
698	1.	5.	6.	0.35543
699	1.	6.	6.	0.1427
700	1.	7.	6.	-5.9908e-002
701	1.	8.	6.	-0.25879
702	1.	9.	6.	-0.46836
703	1.	1.	7.	1.2054
704	1.	2.	7.	0.99533
705	1.	3.	7.	0.77948
706	1.	4.	7.	0.55728
707	1.	5.	7.	0.34242
708	1.	6.	7.	0.13826
709	1.	7.	7.	-5.6652e-002
710	1.	8.	7.	-0.24606
711	1.	9.	7.	-0.43778
712	1.	1.	8.	1.1592
713	1.	2.	8.	0.97372
714	1.	3.	8.	0.76863
715	1.	4.	8.	0.55288
716	1.	5.	8.	0.34155
717	1.	6.	8.	0.13929
718	1.	7.	8.	-5.3688e-002
719	1.	8.	8.	-0.23847
720	1.	9.	8.	-0.41453
721	1.	1.	9.	1.2488
722	1.	2.	9.	1.0617
723	1.	3.	9.	0.84213
724	1.	4.	9.	0.60874
725	1.	5.	9.	0.37934
726	1.	6.	9.	0.15945
727	1.	7.	9.	-4.9735e-002
728	1.	8.	9.	-0.24758
729	1.	9.	9.	-0.42397
730	1.	0.	9.	1.3329
731	1.	0.	8.	1.2982
732	1.	0.	7.	1.3974
733	1.	0.	6.	1.5299
734	1.	0.	5.	1.6679
735	1.	0.	4.	1.7901
736	1.	0.	3.	1.8858
737	1.	0.	2.	1.9423
738	1.	0.	1.	1.975
739	2.	0.	9.	1.2672
740	2.	0.	8.	1.2486
741	2.	0.	7.	1.3302
742	2.	0.	6.	1.4517
743	2.	0.	5.	1.5836
744	2.	0.	4.	1.7062
745	2.	0.	3.	1.8072
746	2.	0.	2.	1.8796
747	2.	0.	1.	1.9228
748	3.	0.	9.	1.2152
749	3.	0.	8.	1.3087
750	3.	0.	7.	1.4206
751	3.	0.	6.	1.567
752	3.	0.	5.	1.7205
753	3.	0.	4.	1.8622
754	3.	0.	3.	1.9763
755	3.	0.	2.	2.0537
756	3.	0.	1.	2.0664
757	4.	0.	9.	1.1501
758	4.	0.	8.	1.3199
759	4.	0.	7.	1.5094
760	4.	0.	6.	1.7089
761	4.	0.	5.	1.907
762	4.	0.	4.	2.0844
763	4.	0.	3.	2.2238
764	4.	0.	2.	2.3074
765	4.	0.	1.	2.3382
766	5.	0.	9.	1.0672
767	5.	0.	8.	1.3294
768	5.	0.	7.	1.6153
769	5.	0.	6.	1.9026
770	5.	0.	5.	2.1732
771	5.	0.	4.	2.4156
772	5.	0.	3.	2.6066
773	5.	0.	2.	2.7248
774	5.	0.	1.	2.7738
775	6.	0.	9.	0.96467
776	6.	0.	8.	1.368
777	6.	0.	7.	1.8062
778	6.	0.	6.	2.2187
779	6.	0.	5.	2.6052
780	6.	0.	4.	2.9552
781	6.	0.	3.	3.2512
782	6.	0.	2.	3.4473
783	6.	0.	1.	3.511
784	7.	0.	9.	0.80215
785	7.	0.	8.	1.5341
786	7.	0.	7.	2.1941
787	7.	0.	6.	2.8173
788	7.	0.	5.	3.3954
789	7.	0.	4.	3.9253
790	7.	0.	3.	4.3965
791	7.	0.	2.	4.7867
792	7.	0.	1.	4.9128
793	8.	0.	9.	0.79661
794	8.	0.	8.	2.0437
795	8.	0.	7.	3.216
796	8.	0.	6.	4.2815
797	8.	0.	5.	5.26
798	8.	0.	4.	6.1602
799	8.	0.	3.	6.9738
800	8.	0.	2.	7.697
801	8.	0.	1.	8.3074
802	9.	0.	9.	0.72151
803	9.	0.	8.	3.2709
804	9.	0.	7.	5.5679
805	9.	0.	6.	7.5884
806	9.	0.	5.	9.4495
807	9.	0.	4.	11.151
808	9.	0.	3.	12.704
809	9.	0.	2.	14.065
810	9.	0.	1.	15.195
811	9.	10.	1.	-1.2941e-002
812	9.	10.	2.	-1.9285e-002
813	9.	10.	3.	-2.4717e-002
814	9.	10.	4.	-2.8524e-002
815	9.	10.	5.	-3.1826e-002
816	9.	10.	6.	-3.5484e-002
817	9.	10.	7.	-3.9492e-002
818	9.	10.	8.	-4.2427e-002
819	9.	10.	9.	-4.133e-002
820	8.	10.	1.	-9.7167e-002
821	8.	10.	2.	-9.8742e-002
822	8.	10.	3.	-0.10279
823	8.	10.	4.	-0.10637
824	8.	10.	5.	-0.11013
825	8.	10.	6.	-0.11523
826	8.	10.	7.	-0.12188
827	8.	10.	8.	-0.12806
828	8.	10.	9.	-0.1283
829	7.	10.	1.	-0.2514
830	7.	10.	2.	-0.2441
831	7.	10.	3.	-0.24188
832	7.	10.	4.	-0.24039
833	7.	10.	5.	-0.24002
834	7.	10.	6.	-0.24214
835	7.	10.	7.	-0.24716
836	7.	10.	8.	-0.25298
837	7.	10.	9.	-0.2538
838	6.	10.	1.	-0.42814
839	6.	10.	2.	-0.41543
840	6.	10.	3.	-0.40512
841	6.	10.	4.	-0.3955
842	6.	10.	5.	-0.38766
843	6.	10.	6.	-0.38332
844	6.	10.	7.	-0.38336
845	6.	10.	8.	-0.38602
846	6.	10.	9.	-0.38631
847	5.	10.	1.	-0.58518
848	5.	10.	2.	-0.5727
849	5.	10.	3.	-0.55616
850	5.	10.	4.	-0.53826
851	5.	10.	5.	-0.5219
852	5.	10.	6.	-0.51002
853	5.	10.	7.	-0.50403
854	5.	10.	8.	-0.5028
855	5.	10.	9.	-0.50105
856	4.	10.	1.	-0.70389
857	4.	10.	2.	-0.69528
858	4.	10.	3.	-0.67486
859	4.	10.	4.	-0.64917
860	4.	10.	5.	-0.62463
861	4.	10.	6.	-0.6047
862	4.	10.	7.	-0.59267
863	4.	10.	8.	-0.58781
864	4.	10.	9.	-0.58403
865	3.	10.	1.	-0.78163
866	3.	10.	2.	-0.77809
867	3.	10.	3.	-0.75132
868	3.	10.	4.	-0.71932
869	3.	10.	5.	-0.68666
870	3.	10.	6.	-0.65778
871	3.	10.	7.	-0.63674
872	3.	10.	8.	-0.62937
873	3.	10.	9.	-0.62657
874	2.	10.	1.	-0.83438
875	2.	10.	2.	-0.81636
876	2.	10.	3.	-0.78691
877	2.	10.	4.	-0.74881
878	2.	10.	5.	-0.70703
879	2.	10.	6.	-0.66585
880	2.	10.	7.	-0.63013
881	2.	10.	8.	-0.60629
882	2.	10.	9.	-0.61436
883	1.	10.	1.	-0.90222
884	1.	10.	2.	-0.89175
885	1.	10.	3.	-0.86248
886	1.	10.	4.	-0.81391
887	1.	10.	5.	-0.75472
888	1.	10.	6.	-0.68899
889	1.	10.	7.	-0.6219
890	1.	10.	8.	-0.55917
891	1.	10.	9.	-0.5301
892	10.	10.	9.	-1.0111e-002
893	10.	10.	8.	-1.3188e-002
894	10.	10.	7.	-1.2687e-002
895	10.	10.	6.	-1.1283e-002
896	10.	10.	5.	-9.9025e-003
897	10.	10.	4.	-8.4676e-003
898	10.	10.	3.	-6.2537e-003
899	10.	10.	2.	-1.6529e-003
900	10.	10.	1.	6.3098e-003
901	10.	10.	0.	-1.1625e-002
902	9.	10.	0.	-4.3407e-002
903	8.	10.	0.	-0.14058
904	7.	10.	0.	-0.28866
905	6.	10.	0.	-0.44652
906	5.	10.	0.	-0.58232
907	4.	10.	0.	-0.68088
908	3.	10.	0.	-0.73613
909	2.	10.	0.	-0.75503
910	1.	10.	0.	-0.87599
911	0.	10.	0.	-1.023
912	0.	10.	1.	-0.96364
913	0.	10.	2.	-0.97212
914	0.	10.	3.	-0.9355
915	0.	10.	4.	-0.87846
916	0.	10.	5.	-0.80568
917	0.	10.	6.	-0.72257
918	0.	10.	7.	-0.63207
919	0.	10.	8.	-0.54395
920	0.	10.	9.	-0.45799
921	0.	10.	10.	-0.67906
922	1.	10.	10.	-0.61071
923	2.	10.	10.	-0.57575
924	3.	10.	10.	-0.5871
925	4.	10.	10.	-0.5553
926	5.	10.	10.	-0.47978
927	6.	10.	10.	-0.36869
928	7.	10.	10.	-0.23705
929	8.	10.	10.	-0.11264
930	9.	10.	10.	-3.1522e-002
931	10.	10.	10.	-3.8024e-003
932	1.	9.	10.	-0.50338
933	2.	9.	10.	-0.40321
934	3.	9.	10.	-0.37666
935	4.	9.	10.	-0.35647
936	5.	9.	10.	-0.31439
937	6.	9.	10.	-0.25083
938	7.	9.	10.	-0.17371
939	8.	9.	10.	-9.6909e-002
940	9.	9.	10.	-3.7263e-002
941	1.	8.	10.	-0.28407
942	2.	8.	10.	-0.24512
943	3.	8.	10.	-0.23579
944	4.	8.	10.	-0.2262
945	5.	8.	10.	-0.20789
946	6.	8.	10.	-0.17441
947	7.	8.	10.	-0.12655
948	8.	8.	10.	-7.1746e-002
949	9.	8.	10.	-2.645e-002
950	1.	7.	10.	-3.9541e-002
951	2.	7.	10.	-7.4261e-002
952	3.	7.	10.	-9.9435e-002
953	4.	7.	10.	-0.11608
954	5.	7.	10.	-0.12318
955	6.	7.	10.	-0.11574
956	7.	7.	10.	-9.0306e-002
957	8.	7.	10.	-5.2444e-002
958	9.	7.	10.	-1.882e-002
959	1.	6.	10.	0.22066
960	2.	6.	10.	0.10397
961	3.	6.	10.	4.355e-002
962	4.	6.	10.	-4.3034e-003
963	5.	6.	10.	-4.2714e-002
964	6.	6.	10.	-6.4853e-002
965	7.	6.	10.	-6.3575e-002
966	8.	6.	10.	-4.0882e-002
967	9.	6.	10.	-1.4471e-002
968	1.	5.	10.	0.49543
969	2.	5.	10.	0.29567
970	3.	5.	10.	0.20068
971	4.	5.	10.	0.12071
972	5.	5.	10.	4.6989e-002
973	6.	5.	10.	-1.1871e-002
974	7.	5.	10.	-4.0876e-002
975	8.	5.	10.	-3.5472e-002
976	9.	5.	10.	-1.3938e-002
977	1.	4.	10.	0.7831
978	2.	4.	10.	0.50387
979	3.	4.	10.	0.37787
980	4.	4.	10.	0.26755
981	5.	4.	10.	0.15726
982	6.	4.	10.	5.7293e-002
983	7.	4.	10.	-1.4714e-002
984	8.	4.	10.	-3.4716e-002
985	9.	4.	10.	-1.5839e-002
986	1.	3.	10.	1.0773
987	2.	3.	10.	0.72563
988	3.	3.	10.	0.57439
989	4.	3.	10.	0.44106
990	5.	3.	10.	0.29757
991	6.	3.	10.	0.15349
992	7.	3.	10.	3.7939e-002
993	8.	3.	10.	-3.5229e-002
994	9.	3.	10.	-3.3684e-002
995	1.	2.	10.	1.357
996	2.	2.	10.	0.94939
997	3.	2.	10.	0.77837
998	4.	2.	10.	0.63251
999	5.	2.	10.	0.47896
1000	6.	2.	10.	0.28511
1001	7.	2.	10.	9.8674e-002
1002	8.	2.	10.	1.6101e-002
1003	9.	2.	10.	-0.10134
1004	1.	1.	10.	1.6019
1005	2.	1.	10.	1.1422
1006	3.	1.	10.	0.94685
1007	4.	1.	10.	0.82848
1008	5.	1.	10.	0.69098
1009	6.	1.	10.	0.49222
1010	7.	1.	10.	0.13582
1011	8.	1.	10.	-0.2125
1012	9.	1.	10.	0.37018
1013	1.	0.	10.	1.6802
1014	2.	0.	10.	1.1939
1015	3.	0.	10.	1.0948
1016	4.	0.	10.	1.0118
1017	5.	0.	10.	0.88874
1018	6.	0.	10.	0.69743
1019	7.	0.	10.	0.3373
1020	8.	0.	10.	-0.74826
1021	9.	0.	10.	-4.5475
1022	10.	9.	10.	-1.2539e-002
1023	10.	8.	10.	-8.3077e-003
1024	10.	7.	10.	-4.6291e-003
1025	10.	6.	10.	-2.2698e-003
1026	10.	5.	10.	-3.8101e-004
1027	10.	4.	10.	-6.1949e-004
1028	10.	3.	10.	1.1981e-002
1029	10.	2.	10.	5.8564e-002
1030	10.	1.	10.	0.22048
1031	10.	0.	10.	-3.8096
1032	0.	9.	10.	-0.60343
1033	0.	8.	10.	-0.32816
1034	0.	7.	10.	-2.3918e-002
1035	0.	6.	10.	0.29998
1036	0.	5.	10.	0.63986
1037	0.	4.	10.	0.9921
1038	0.	3.	10.	1.3461
1039	0.	2.	10.	1.6861
1040	0.	1.	10.	1.9654
1041	0.	0.	10.	2.1489
1042	0.	9.	1.	-0.53519
1043	0.	9.	2.	-0.54494
1044	0.	9.	3.	-0.5304
1045	0.	9.	4.	-0.50655
1046	0.	9.	5.	-0.47612
1047	0.	9.	6.	-0.44344
1048	0.	9.	7.	-0.41195
1049	0.	9.	8.	-0.39133
1050	0.	9.	9.	-0.3907
1051	0.	8.	1.	-0.28979
1052	0.	8.	2.	-0.2974
1053	0.	8.	3.	-0.29089
1054	0.	8.	4.	-0.27903
1055	0.	8.	5.	-0.26395
1056	0.	8.	6.	-0.24828
1057	0.	8.	7.	-0.23415
1058	0.	8.	8.	-0.22684
1059	0.	8.	9.	-0.22867
1060	0.	7.	1.	-6.2633e-002
1061	0.	7.	2.	-6.3759e-002
1062	0.	7.	3.	-6.1705e-002
1063	0.	7.	4.	-5.8538e-002
1064	0.	7.	5.	-5.4933e-002
1065	0.	7.	6.	-5.1348e-002
1066	0.	7.	7.	-4.7885e-002
1067	0.	7.	8.	-4.4179e-002
1068	0.	7.	9.	-3.8654e-002
1069	0.	6.	1.	0.15899
1070	0.	6.	2.	0.16503
1071	0.	6.	3.	0.16368
1072	0.	6.	4.	0.15938
1073	0.	6.	5.	0.15299
1074	0.	6.	6.	0.14654
1075	0.	6.	7.	0.14227
1076	0.	6.	8.	0.14631
1077	0.	6.	9.	0.16232
1078	0.	5.	1.	0.39488
1079	0.	5.	2.	0.40672
1080	0.	5.	3.	0.40073
1081	0.	5.	4.	0.38782
1082	0.	5.	5.	0.37029
1083	0.	5.	6.	0.35285
1084	0.	5.	7.	0.34035
1085	0.	5.	8.	0.34491
1086	0.	5.	9.	0.37245
1087	0.	4.	1.	0.65273
1088	0.	4.	2.	0.66799
1089	0.	4.	3.	0.65495
1090	0.	4.	4.	0.63108
1091	0.	4.	5.	0.6
1092	0.	4.	6.	0.56918
1093	0.	4.	7.	0.5464
1094	0.	4.	8.	0.55044
1095	0.	4.	9.	0.58999
1096	0.	3.	1.	0.92979
1097	0.	3.	2.	0.94553
1098	0.	3.	3.	0.92264
1099	0.	3.	4.	0.88527
1100	0.	3.	5.	0.83792
1101	0.	3.	6.	0.79071
1102	0.	3.	7.	0.75469
1103	0.	3.	8.	0.7563
1104	0.	3.	9.	0.80793
1105	0.	2.	1.	1.224
1106	0.	2.	2.	1.2365
1107	0.	2.	3.	1.2016
1108	0.	2.	4.	1.1486
1109	0.	2.	5.	1.0822
1110	0.	2.	6.	1.0145
1111	0.	2.	7.	0.96009
1112	0.	2.	8.	0.95372
1113	0.	2.	9.	1.0161
1114	0.	1.	1.	1.4987
1115	0.	1.	2.	1.5038
1116	0.	1.	3.	1.4562
