"Time","Torque_in","Clutch1_in","Clutch2_in","Clutch3_in"
1.21399999999998,4.2577929156442,0.0460190027280663,1,1
1.21499999999998,4.53990499738901,0.0447636609877938,1,1
1.21599999999998,4.81753674101077,0.0435082485595904,1,1
1.21699999999998,5.09041415749741,0.0422527674259239,1,1
1.21799999999998,5.35826794978376,0.0409972195693702,1,1
1.21899999999998,5.62083377851519,0.0397416069726105,1,1
1.21999999999998,5.87785252291873,0.0384859316184296,1,1
1.22099999999998,6.12907053652387,0.0372301954897091,1,1
1.22199999999998,6.37423989748112,0.0359744005694281,1,1
1.22299999999998,6.61311865323087,0.0347185488406578,1,1
1.22399999999998,6.84547105928137,0.0334626422865603,1,1
1.22499999999998,7.0710678118601,0.0322066828903832,1,1
1.22599999999998,7.28968627420889,0.0309506726354581,1,1
1.22699999999998,7.50111069629953,0.0296946135051954,1,1
1.22799999999998,7.70513242775298,0.0284385074830852,1,1
1.22899999999998,7.90155012375216,0.0271823565526899,1,1
1.22999999999998,8.09016994374491,0.0259261626976434,1,1
1.23099999999998,8.27080574274123,0.0246699279016471,1,1
1.23199999999998,8.44327925501595,0.0234136541484673,1,1
1.23299999999998,8.60742027003543,0.0221573434219317,1,1
1.23399999999997,8.76306680043483,0.0209009977059265,1,1
1.23499999999997,8.91006524188007,0.0196446189843929,1,1
1.23599999999997,9.0482705246568,0.0183882092413242,1,1
1.23699999999997,9.17754625683663,0.0171317704607635,1,1
1.23799999999997,9.29776485887955,0.0158753046267994,1,1
1.23899999999997,9.40880768953952,0.0146188137235618,1,1
1.23999999999997,9.51056516294903,0.0133622997352215,1,1
1.24099999999997,9.60293685676716,0.0121057646459865,1,1
1.24199999999997,9.68583161128428,0.0108492104400967,1,1
1.24299999999997,9.75916761938568,0.0095926391018228,1,1
1.24399999999997,9.82287250728534,0.00833605261546235,1,1
1.24499999999997,9.87688340595008,0.00707945296533697,1,1
1.24599999999997,9.92114701314373,0.00582284213578905,1,1
1.24699999999997,9.95561964603001,0.0045662221111786,1,1
1.24799999999997,9.98026728428219,0.00330959487588016,1,1
1.24899999999997,9.99506560365705,0.00205296241427922,1,1
1.24999999999997,10,0.000796326710771294,1,1
1.25099999999997,9.99506560365758,-0.000460310250245648,1,1
1.25199999999997,9.98026728428325,-0.00171694648436987,1,1
1.25299999999997,9.95561964603161,-0.00297358000720169,1,1
1.25399999999997,9.92114701314586,-0.00423020883434434,1,1
1.25499999999997,9.87688340595273,-0.00548683098140984,1,1
1.25599999999997,9.82287250728851,-0.00674344446401984,1,1
1.25699999999997,9.75916761938937,-0.00800004729781147,1,1
1.25799999999997,9.68583161128849,-0.00925663749843599,1,1
1.25899999999997,9.60293685677188,-0.0105132130815664,1,1
1.25999999999997,9.51056516295426,-0.0117697720628983,1,1
1.26099999999997,9.40880768954525,-0.0130263124581537,1,1
1.26199999999997,9.29776485888578,-0.0142828322830836,1,1
1.26299999999997,9.17754625684335,-0.0155393295534718,1,1
1.26399999999997,9.04827052466401,-0.0167958022851375,1,1
1.26499999999997,8.91006524188776,-0.0180522484939389,1,1
1.26599999999997,8.76306680044298,-0.0193086661957763,1,1
1.26699999999997,8.60742027004404,-0.0205650534065933,1,1
